datestamp,centre_name,purchasing_power_quantile,estimated_actual_footfall,estimated_actual_footfall_rolling,indexed_signal,indexed_signal_rolling,source
2022-04-16,Met Office - Bradford,0,629531,624882,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-04-17,Met Office - Bradford,0,643091,610768,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-04-18,Met Office - Bradford,0,591760,619553,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-04-19,Met Office - Bradford,0,644334,619275,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-04-20,Met Office - Bradford,0,651035,627085,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-04-21,Met Office - Bradford,0,648009,643083,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-04-22,Met Office - Bradford,0,709529,648241,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-04-23,Met Office - Bradford,0,629428,625180,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-04-24,Met Office - Bradford,0,618361,612204,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-04-25,Met Office - Bradford,0,651051,622231,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-04-26,Met Office - Bradford,0,652013,623009,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-04-27,Met Office - Bradford,0,663492,632885,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-04-28,Met Office - Bradford,0,655819,646741,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-04-29,Met Office - Bradford,0,671070,648974,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-04-30,Met Office - Bradford,0,568711,617024,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-05-01,Met Office - Bradford,0,566820,609867,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-05-02,Met Office - Bradford,0,613192,624278,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-05-03,Met Office - Bradford,0,675277,629509,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-05-04,Met Office - Bradford,0,659960,639016,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-05-05,Met Office - Bradford,0,640327,650542,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-05-06,Met Office - Bradford,0,648703,654161,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-05-07,Met Office - Bradford,0,615259,622742,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-05-08,Met Office - Bradford,0,581199,609122,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-05-09,Met Office - Bradford,0,609357,623591,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-05-10,Met Office - Bradford,0,638327,631375,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-05-11,Met Office - Bradford,0,648436,644023,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-05-12,Met Office - Bradford,0,653624,650816,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-05-13,Met Office - Bradford,0,619480,648895,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-05-14,Met Office - Bradford,0,597549,616777,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-05-15,Met Office - Bradford,0,645874,610032,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-05-16,Met Office - Bradford,0,638299,623603,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-05-17,Met Office - Bradford,0,639152,636413,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-05-18,Met Office - Bradford,0,672263,649183,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-05-19,Met Office - Bradford,0,669830,653110,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-05-20,Met Office - Bradford,0,656723,651532,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-05-21,Met Office - Bradford,0,645845,617940,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-05-22,Met Office - Bradford,0,644872,615122,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-05-23,Met Office - Bradford,0,658400,625935,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-05-24,Met Office - Bradford,0,673793,646418,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-05-25,Met Office - Bradford,0,694461,661091,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-05-26,Met Office - Bradford,0,674982,656215,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-05-27,Met Office - Bradford,0,701423,659058,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-05-28,Met Office - Bradford,0,661506,621118,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-05-29,Met Office - Bradford,0,623153,617624,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-05-30,Met Office - Bradford,0,656223,631183,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-05-31,Met Office - Bradford,0,671269,656309,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-06-01,Met Office - Bradford,0,645989,662234,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-06-02,Met Office - Bradford,0,629136,653104,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-06-03,Met Office - Bradford,0,595206,657448,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-06-04,Met Office - Bradford,0,618692,619570,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-06-05,Met Office - Bradford,0,575565,607978,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-06-06,Met Office - Bradford,0,644638,638737,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-06-07,Met Office - Bradford,0,653717,657650,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-06-08,Met Office - Bradford,0,691983,668083,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-06-09,Met Office - Bradford,0,675475,657028,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-06-10,Met Office - Bradford,0,699377,655997,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-06-11,Met Office - Bradford,0,606488,616293,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-06-12,Met Office - Bradford,0,622719,608600,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-06-13,Met Office - Bradford,0,681962,643153,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-06-14,Met Office - Bradford,0,694986,663789,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-06-15,Met Office - Bradford,0,675133,669746,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-06-16,Met Office - Bradford,0,727694,667296,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-06-17,Met Office - Bradford,0,691723,658948,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-06-18,Met Office - Bradford,0,645203,627220,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-06-19,Met Office - Bradford,0,615627,615573,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-06-20,Met Office - Bradford,0,677201,652297,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-06-21,Met Office - Bradford,0,700570,667402,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-06-22,Met Office - Bradford,0,684692,673280,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-06-23,Met Office - Bradford,0,657760,669786,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-06-24,Met Office - Bradford,0,673925,662551,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-06-25,Met Office - Bradford,0,660776,633723,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-06-26,Met Office - Bradford,0,654904,626102,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-06-27,Met Office - Bradford,0,665432,660308,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-06-28,Met Office - Bradford,0,685182,674095,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-06-29,Met Office - Bradford,0,673279,676829,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-06-30,Met Office - Bradford,0,649366,669178,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-07-01,Met Office - Bradford,0,630584,664137,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-07-02,Met Office - Bradford,0,567876,629484,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-07-03,Met Office - Bradford,0,594620,618780,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-07-04,Met Office - Bradford,0,652348,662315,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-07-05,Met Office - Bradford,0,640427,674278,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-07-06,Met Office - Bradford,0,618459,669142,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-07-07,Met Office - Bradford,0,641185,665086,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-07-08,Met Office - Bradford,0,665360,665371,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-07-09,Met Office - Bradford,0,586947,621070,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-07-10,Met Office - Bradford,0,570761,608193,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-07-11,Met Office - Bradford,0,624180,657426,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-07-12,Met Office - Bradford,0,645780,670276,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-07-13,Met Office - Bradford,0,618340,658268,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-07-14,Met Office - Bradford,0,642100,660388,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-07-15,Met Office - Bradford,0,650842,658145,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-07-16,Met Office - Bradford,0,582391,609768,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-07-17,Met Office - Bradford,0,606459,605808,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-07-18,Met Office - Bradford,0,614071,651405,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-07-19,Met Office - Bradford,0,577132,656828,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-07-20,Met Office - Bradford,0,593518,650772,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-07-21,Met Office - Bradford,0,613828,658201,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-07-22,Met Office - Bradford,0,614807,660946,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-07-23,Met Office - Bradford,0,543187,598981,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-07-24,Met Office - Bradford,0,536308,600200,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-07-25,Met Office - Bradford,0,569177,640624,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-07-26,Met Office - Bradford,0,587722,647400,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-07-27,Met Office - Bradford,0,635197,642660,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-07-28,Met Office - Bradford,0,614948,649554,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-07-29,Met Office - Bradford,0,688890,659447,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-07-30,Met Office - Bradford,0,587560,596277,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-07-31,Met Office - Bradford,0,602275,597279,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-08-01,Met Office - Bradford,0,651441,636264,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-08-02,Met Office - Bradford,0,612403,635602,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-08-03,Met Office - Bradford,0,560899,626341,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-08-04,Met Office - Bradford,0,645660,637835,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-08-05,Met Office - Bradford,0,627295,650243,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-08-06,Met Office - Bradford,0,626141,593554,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-08-07,Met Office - Bradford,0,568387,590531,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-08-08,Met Office - Bradford,0,626393,629006,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-08-09,Met Office - Bradford,0,628524,625310,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-08-10,Met Office - Bradford,0,624033,617675,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-08-11,Met Office - Bradford,0,610961,631150,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-08-12,Met Office - Bradford,0,572333,635730,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-08-13,Met Office - Bradford,0,611810,586559,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-08-14,Met Office - Bradford,0,621633,585778,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-08-15,Met Office - Bradford,0,611061,621239,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-08-16,Met Office - Bradford,0,594732,612388,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-08-17,Met Office - Bradford,0,575791,603748,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-08-18,Met Office - Bradford,0,603160,624549,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-08-19,Met Office - Bradford,0,572848,627482,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-08-20,Met Office - Bradford,0,553630,584524,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-08-21,Met Office - Bradford,0,606900,587532,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-08-22,Met Office - Bradford,0,632279,618372,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-08-23,Met Office - Bradford,0,618469,609252,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-08-24,Met Office - Bradford,0,558481,595180,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-08-25,Met Office - Bradford,0,648135,625542,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-08-26,Met Office - Bradford,0,711315,634047,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-08-27,Met Office - Bradford,0,654333,594150,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-08-28,Met Office - Bradford,0,575412,588196,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-08-29,Met Office - Bradford,0,668628,624721,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-08-30,Met Office - Bradford,0,718987,619710,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-08-31,Met Office - Bradford,0,692150,605724,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-09-01,Met Office - Bradford,0,753525,641460,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-09-02,Met Office - Bradford,0,740041,646790,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-09-03,Met Office - Bradford,0,671883,606935,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-09-04,Met Office - Bradford,0,654158,595010,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-09-05,Met Office - Bradford,0,712762,638820,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-09-06,Met Office - Bradford,0,707644,638354,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-09-07,Met Office - Bradford,0,674911,617352,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-09-08,Met Office - Bradford,0,697331,653389,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-09-09,Met Office - Bradford,0,632225,649278,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-09-10,Met Office - Bradford,0,607067,616061,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-09-11,Met Office - Bradford,0,662523,613041,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-09-12,Met Office - Bradford,0,669624,653170,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-09-13,Met Office - Bradford,0,674891,650807,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-09-14,Met Office - Bradford,0,671026,622470,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-09-15,Met Office - Bradford,0,627184,655137,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-09-16,Met Office - Bradford,0,692348,649772,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-09-17,Met Office - Bradford,0,610944,619401,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-09-18,Met Office - Bradford,0,679167,624026,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-09-19,Met Office - Bradford,0,632939,650526,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-09-20,Met Office - Bradford,0,669082,658904,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-09-21,Met Office - Bradford,0,608786,629311,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-09-22,Met Office - Bradford,0,612565,650409,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-09-23,Met Office - Bradford,0,599871,645854,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-09-24,Met Office - Bradford,0,593503,614738,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-09-25,Met Office - Bradford,0,649651,635635,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-09-26,Met Office - Bradford,0,689749,659577,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-09-27,Met Office - Bradford,0,667879,664526,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-09-28,Met Office - Bradford,0,673729,636411,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-09-29,Met Office - Bradford,0,688180,661440,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-09-30,Met Office - Bradford,0,680575,661317,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-10-01,Met Office - Bradford,0,706237,628228,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-10-02,Met Office - Bradford,0,702718,647218,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-10-03,Met Office - Bradford,0,729644,676518,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-10-04,Met Office - Bradford,0,690470,678203,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-10-05,Met Office - Bradford,0,719380,656923,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-10-06,Met Office - Bradford,0,717138,677723,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-10-07,Met Office - Bradford,0,761397,688253,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-10-08,Met Office - Bradford,0,728922,653270,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-10-09,Met Office - Bradford,0,681742,657910,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-10-10,Met Office - Bradford,0,805305,701236,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-10-11,Met Office - Bradford,0,706096,690721,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-10-12,Met Office - Bradford,0,684479,674923,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-10-13,Met Office - Bradford,0,713580,687072,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-10-14,Met Office - Bradford,0,720838,689613,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-10-15,Met Office - Bradford,0,666033,654941,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-10-16,Met Office - Bradford,0,633415,666196,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-10-17,Met Office - Bradford,0,710126,707164,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-10-18,Met Office - Bradford,0,731405,692495,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-10-19,Met Office - Bradford,0,671296,671944,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-10-20,Met Office - Bradford,0,721915,682556,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-10-21,Met Office - Bradford,0,695055,683187,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-10-22,Met Office - Bradford,0,685200,656844,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-10-23,Met Office - Bradford,0,700435,672807,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-10-24,Met Office - Bradford,0,694147,704505,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-10-25,Met Office - Bradford,0,711051,692982,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-10-26,Met Office - Bradford,0,752316,683002,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-10-27,Met Office - Bradford,0,733781,687763,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2022-10-28,Met Office - Bradford,0,750339,700060,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
