datestamp,centre_name,purchasing_power_quantile,estimated_actual_footfall,estimated_actual_footfall_rolling,indexed_signal,indexed_signal_rolling,source
2020-03-21,Met Office - Bradford,0,600972,621793,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-03-22,Met Office - Bradford,0,632225,606907,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-03-23,Met Office - Bradford,0,638780,641034,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-03-24,Met Office - Bradford,0,554999,618694,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-03-25,Met Office - Bradford,0,541459,623775,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-03-26,Met Office - Bradford,0,559033,628969,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-03-27,Met Office - Bradford,0,545166,642000,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-03-28,Met Office - Bradford,0,511887,600502,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-03-29,Met Office - Bradford,0,521163,598306,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-03-30,Met Office - Bradford,0,540425,626888,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-03-31,Met Office - Bradford,0,531659,605205,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-04-01,Met Office - Bradford,0,536569,611556,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-04-02,Met Office - Bradford,0,514070,616452,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-04-03,Met Office - Bradford,0,531918,626043,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-04-04,Met Office - Bradford,0,488897,582301,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-04-05,Met Office - Bradford,0,491948,588006,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-04-06,Met Office - Bradford,0,472136,605184,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-04-07,Met Office - Bradford,0,483191,583289,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-04-08,Met Office - Bradford,0,528769,596995,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-04-09,Met Office - Bradford,0,527131,599859,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-04-10,Met Office - Bradford,0,534403,611801,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-04-11,Met Office - Bradford,0,534881,568763,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-04-12,Met Office - Bradford,0,524036,574791,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-04-13,Met Office - Bradford,0,522320,586107,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-04-14,Met Office - Bradford,0,553288,571945,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-04-15,Met Office - Bradford,0,540923,578766,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-04-16,Met Office - Bradford,0,523022,580582,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-04-17,Met Office - Bradford,0,560887,598015,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-04-18,Met Office - Bradford,0,519149,552201,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-04-19,Met Office - Bradford,0,510757,559996,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-04-20,Met Office - Bradford,0,525070,569621,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-04-21,Met Office - Bradford,0,564176,565054,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-04-22,Met Office - Bradford,0,557503,567559,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-04-23,Met Office - Bradford,0,559585,569161,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-04-24,Met Office - Bradford,0,576901,582707,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-04-25,Met Office - Bradford,0,504914,538607,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-04-26,Met Office - Bradford,0,531437,547768,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-04-27,Met Office - Bradford,0,572752,559498,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-04-28,Met Office - Bradford,0,559173,554379,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-04-29,Met Office - Bradford,0,565075,555344,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-04-30,Met Office - Bradford,0,540212,551810,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-05-01,Met Office - Bradford,0,542711,564055,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-05-02,Met Office - Bradford,0,519028,525675,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-05-03,Met Office - Bradford,0,520933,533214,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-05-04,Met Office - Bradford,0,508880,540052,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-05-05,Met Office - Bradford,0,501385,535410,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-05-06,Met Office - Bradford,0,540178,544354,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-05-07,Met Office - Bradford,0,552333,539341,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-05-08,Met Office - Bradford,0,542416,547772,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-05-09,Met Office - Bradford,0,505897,512093,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-05-10,Met Office - Bradford,0,458448,508389,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-05-11,Met Office - Bradford,0,489619,518743,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-05-12,Met Office - Bradford,0,524343,531031,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-05-13,Met Office - Bradford,0,506941,539423,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-05-14,Met Office - Bradford,0,558742,539299,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-05-15,Met Office - Bradford,0,581124,552909,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-05-16,Met Office - Bradford,0,558233,518714,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-05-17,Met Office - Bradford,0,563822,514483,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-05-18,Met Office - Bradford,0,578138,524130,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-05-19,Met Office - Bradford,0,556799,534622,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-05-20,Met Office - Bradford,0,571153,544363,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-05-21,Met Office - Bradford,0,577520,548364,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-05-22,Met Office - Bradford,0,542237,554383,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-05-23,Met Office - Bradford,0,557212,528474,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-05-24,Met Office - Bradford,0,537422,520979,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-05-25,Met Office - Bradford,0,560602,536769,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-05-26,Met Office - Bradford,0,587664,549547,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-05-27,Met Office - Bradford,0,569122,550128,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-05-28,Met Office - Bradford,0,576089,555358,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-05-29,Met Office - Bradford,0,587214,561927,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-05-30,Met Office - Bradford,0,547117,530221,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-05-31,Met Office - Bradford,0,560326,526164,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-06-01,Met Office - Bradford,0,573322,544055,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-06-02,Met Office - Bradford,0,562246,550826,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-06-03,Met Office - Bradford,0,551991,551709,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-06-04,Met Office - Bradford,0,558965,560492,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-06-05,Met Office - Bradford,0,544903,559644,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-06-06,Met Office - Bradford,0,564300,536672,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-06-07,Met Office - Bradford,0,569670,534580,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-06-08,Met Office - Bradford,0,570534,550550,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-06-09,Met Office - Bradford,0,575814,552489,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-06-10,Met Office - Bradford,0,545830,550041,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-06-11,Met Office - Bradford,0,569293,561879,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-06-12,Met Office - Bradford,0,544950,555079,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-06-13,Met Office - Bradford,0,512799,537798,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-06-14,Met Office - Bradford,0,537134,535393,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-06-15,Met Office - Bradford,0,546463,546794,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-06-16,Met Office - Bradford,0,530659,548416,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-06-17,Met Office - Bradford,0,556721,548848,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-06-18,Met Office - Bradford,0,571648,566370,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-06-19,Met Office - Bradford,0,567512,558622,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-06-20,Met Office - Bradford,0,578800,546337,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-06-21,Met Office - Bradford,0,533229,537150,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-06-22,Met Office - Bradford,0,528841,549645,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-06-23,Met Office - Bradford,0,553204,555818,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-06-24,Met Office - Bradford,0,549622,550197,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-06-25,Met Office - Bradford,0,572953,569316,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-06-26,Met Office - Bradford,0,581434,564196,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-06-27,Met Office - Bradford,0,548365,552404,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-06-28,Met Office - Bradford,0,543632,549319,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-06-29,Met Office - Bradford,0,556759,559237,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-06-30,Met Office - Bradford,0,567508,561985,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-07-01,Met Office - Bradford,0,561321,557966,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-07-02,Met Office - Bradford,0,586381,573264,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-07-03,Met Office - Bradford,0,603582,567405,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-07-04,Met Office - Bradford,0,579221,555402,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-07-05,Met Office - Bradford,0,568545,549994,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-07-06,Met Office - Bradford,0,596328,561836,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-07-07,Met Office - Bradford,0,604034,568733,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-07-08,Met Office - Bradford,0,599214,561974,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-07-09,Met Office - Bradford,0,597621,576136,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-07-10,Met Office - Bradford,0,601900,575928,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-07-11,Met Office - Bradford,0,576914,558217,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-07-12,Met Office - Bradford,0,601617,559165,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-07-13,Met Office - Bradford,0,621253,570500,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-07-14,Met Office - Bradford,0,611378,572120,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-07-15,Met Office - Bradford,0,616563,568752,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-07-16,Met Office - Bradford,0,616826,581955,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-07-17,Met Office - Bradford,0,636199,582926,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-07-18,Met Office - Bradford,0,601137,565934,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-07-19,Met Office - Bradford,0,602720,565221,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-07-20,Met Office - Bradford,0,631355,578790,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-07-21,Met Office - Bradford,0,624941,581077,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-07-22,Met Office - Bradford,0,581619,572984,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-07-23,Met Office - Bradford,0,647701,594632,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-07-24,Met Office - Bradford,0,637850,596204,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-07-25,Met Office - Bradford,0,603400,571519,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-07-26,Met Office - Bradford,0,599790,569524,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-07-27,Met Office - Bradford,0,611810,584687,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-07-28,Met Office - Bradford,0,615775,586785,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-07-29,Met Office - Bradford,0,627280,584620,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-07-30,Met Office - Bradford,0,647842,605853,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-07-31,Met Office - Bradford,0,631941,608631,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-08-01,Met Office - Bradford,0,610374,585459,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-08-02,Met Office - Bradford,0,627943,582497,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-08-03,Met Office - Bradford,0,629194,596506,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-08-04,Met Office - Bradford,0,628481,600760,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-08-05,Met Office - Bradford,0,592065,589669,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-08-06,Met Office - Bradford,0,635616,614991,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-08-07,Met Office - Bradford,0,628913,617403,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-08-08,Met Office - Bradford,0,619008,591203,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-08-09,Met Office - Bradford,0,617932,594597,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-08-10,Met Office - Bradford,0,630519,611031,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-08-11,Met Office - Bradford,0,567200,602759,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-08-12,Met Office - Bradford,0,606265,597761,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-08-13,Met Office - Bradford,0,601359,619049,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-08-14,Met Office - Bradford,0,629705,624298,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-08-15,Met Office - Bradford,0,638985,604148,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-08-16,Met Office - Bradford,0,612729,604468,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-08-17,Met Office - Bradford,0,636900,622480,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-08-18,Met Office - Bradford,0,642683,613499,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-08-19,Met Office - Bradford,0,653828,610976,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-08-20,Met Office - Bradford,0,662195,629880,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-08-21,Met Office - Bradford,0,634481,628712,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-08-22,Met Office - Bradford,0,633234,611865,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-08-23,Met Office - Bradford,0,630462,613313,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-08-24,Met Office - Bradford,0,653471,630643,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-08-25,Met Office - Bradford,0,649667,620018,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-08-26,Met Office - Bradford,0,670146,621109,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-08-27,Met Office - Bradford,0,636277,635402,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-08-28,Met Office - Bradford,0,651985,635868,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-08-29,Met Office - Bradford,0,648305,622063,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-08-30,Met Office - Bradford,0,618956,615790,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-08-31,Met Office - Bradford,0,634209,632494,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-09-01,Met Office - Bradford,0,629115,622552,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-09-02,Met Office - Bradford,0,646084,625327,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-09-03,Met Office - Bradford,0,628014,637001,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-09-04,Met Office - Bradford,0,660724,639371,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-09-05,Met Office - Bradford,0,611300,623515,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-09-06,Met Office - Bradford,0,622300,618587,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-09-07,Met Office - Bradford,0,628031,632019,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-09-08,Met Office - Bradford,0,643600,625217,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-09-09,Met Office - Bradford,0,636948,633231,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-09-10,Met Office - Bradford,0,603015,630617,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-09-11,Met Office - Bradford,0,608427,635168,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-09-12,Met Office - Bradford,0,606894,624014,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-09-13,Met Office - Bradford,0,591131,617350,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-09-14,Met Office - Bradford,0,609023,631621,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-09-15,Met Office - Bradford,0,604531,623611,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-09-16,Met Office - Bradford,0,596637,628853,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-09-17,Met Office - Bradford,0,615720,626028,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-09-18,Met Office - Bradford,0,628046,634611,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-09-19,Met Office - Bradford,0,613230,624422,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-09-20,Met Office - Bradford,0,589910,611917,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-09-21,Met Office - Bradford,0,607314,628495,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-09-22,Met Office - Bradford,0,602005,619829,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-09-23,Met Office - Bradford,0,603141,630436,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-09-24,Met Office - Bradford,0,576189,617538,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-09-25,Met Office - Bradford,0,617946,633045,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-09-26,Met Office - Bradford,0,592752,620671,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-09-27,Met Office - Bradford,0,590291,607968,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-09-28,Met Office - Bradford,0,607505,625208,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-09-29,Met Office - Bradford,0,613275,626411,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-09-30,Met Office - Bradford,0,609235,630860,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-10-01,Met Office - Bradford,0,604361,617967,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2020-10-02,Met Office - Bradford,0,584513,626589,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
