,datestamp,estimated_actual_footfall,year,month,weekday,week_of_year,Sin_weekday,Cos_weekday,Sin_monthday,Cos_monthday,Sin_week_of_year,Cos_week_of_year,Sin_month,Cos_month,is_weekend,bank_hol,school_hol,covid,temperature_2m_mean,precipitation_sum,wind_speed_10m_max,daylight_duration,area_name,area_Bradford - BID,area_Bradford - City Centre,area_Bradford - Lister Park,area_Bradford - Local Authority,area_Bradford - Roberts Park
1541,2019-06-04,682954.0,2019,6,1,23,0.8660254037844386,0.5000000000000001,0.72479278722912,0.6889669190756866,0.4031234292879726,-0.9151456172430182,1.2246467991473532e-16,-1.0,0,0,0,0,11.747417,18.399998,22.7057,60588.562,Bradford - Local Authority,0,0,0,1,0
1542,2019-06-04,6783.99,2019,6,1,23,0.8660254037844386,0.5000000000000001,0.72479278722912,0.6889669190756866,0.4031234292879726,-0.9151456172430182,1.2246467991473532e-16,-1.0,0,0,0,0,11.687501,17.6,20.969805,60588.562,Bradford - Roberts Park,0,0,0,0,1
1549,2019-06-05,100216.79,2019,6,2,23,0.8660254037844387,-0.4999999999999998,0.8486442574947509,0.5289640103269624,0.4031234292879726,-0.9151456172430182,1.2246467991473532e-16,-1.0,0,0,0,0,11.416665,0.3,24.774696,60697.383,Bradford - BID,1,0,0,0,0
1550,2019-06-05,93797.54,2019,6,2,23,0.8660254037844387,-0.4999999999999998,0.8486442574947509,0.5289640103269624,0.4031234292879726,-0.9151456172430182,1.2246467991473532e-16,-1.0,0,0,0,0,11.416665,0.3,24.774696,60697.383,Bradford - City Centre,0,1,0,0,0
1551,2019-06-05,33893.08,2019,6,2,23,0.8660254037844387,-0.4999999999999998,0.8486442574947509,0.5289640103269624,0.4031234292879726,-0.9151456172430182,1.2246467991473532e-16,-1.0,0,0,0,0,11.416665,0.3,24.774696,60697.383,Bradford - Lister Park,0,0,1,0,0
1552,2019-06-05,681964.0,2019,6,2,23,0.8660254037844387,-0.4999999999999998,0.8486442574947509,0.5289640103269624,0.4031234292879726,-0.9151456172430182,1.2246467991473532e-16,-1.0,0,0,0,0,11.26825,0.3,24.162947,60697.383,Bradford - Local Authority,0,0,0,1,0
1553,2019-06-05,11512.41,2019,6,2,23,0.8660254037844387,-0.4999999999999998,0.8486442574947509,0.5289640103269624,0.4031234292879726,-0.9151456172430182,1.2246467991473532e-16,-1.0,0,0,0,0,11.416665,0.3,24.774696,60697.383,Bradford - Roberts Park,0,0,0,0,1
1560,2019-06-06,107202.765,2019,6,3,23,1.2246467991473532e-16,-1.0,0.9377521321470804,0.3473052528448203,0.4031234292879726,-0.9151456172430182,1.2246467991473532e-16,-1.0,0,0,0,0,11.51875,0.3,19.881649,60799.68,Bradford - BID,1,0,0,0,0
1561,2019-06-06,114276.09,2019,6,3,23,1.2246467991473532e-16,-1.0,0.9377521321470804,0.3473052528448203,0.4031234292879726,-0.9151456172430182,1.2246467991473532e-16,-1.0,0,0,0,0,11.51875,0.3,19.881649,60799.68,Bradford - City Centre,0,1,0,0,0
1562,2019-06-06,47087.67,2019,6,3,23,1.2246467991473532e-16,-1.0,0.9377521321470804,0.3473052528448203,0.4031234292879726,-0.9151456172430182,1.2246467991473532e-16,-1.0,0,0,0,0,11.51875,0.3,19.881649,60799.68,Bradford - Lister Park,0,0,1,0,0
1563,2019-06-06,656092.0,2019,6,3,23,1.2246467991473532e-16,-1.0,0.9377521321470804,0.3473052528448203,0.4031234292879726,-0.9151456172430182,1.2246467991473532e-16,-1.0,0,0,0,0,11.470333,0.4,20.371038,60799.68,Bradford - Local Authority,0,0,0,1,0
1564,2019-06-06,9586.07,2019,6,3,23,1.2246467991473532e-16,-1.0,0.9377521321470804,0.3473052528448203,0.4031234292879726,-0.9151456172430182,1.2246467991473532e-16,-1.0,0,0,0,0,11.51875,0.3,19.881649,60799.68,Bradford - Roberts Park,0,0,0,0,1
1571,2019-06-07,76528.3,2019,6,4,23,-0.8660254037844385,-0.5000000000000004,0.9884683243281114,0.1514277775045767,0.4031234292879726,-0.9151456172430182,1.2246467991473532e-16,-1.0,0,0,0,0,11.1916685,12.000001,23.863409,60895.227,Bradford - BID,1,0,0,0,0
1572,2019-06-07,97116.19,2019,6,4,23,-0.8660254037844385,-0.5000000000000004,0.9884683243281114,0.1514277775045767,0.4031234292879726,-0.9151456172430182,1.2246467991473532e-16,-1.0,0,0,0,0,11.1916685,12.000001,23.863409,60895.227,Bradford - City Centre,0,1,0,0,0
1573,2019-06-07,12024.07,2019,6,4,23,-0.8660254037844385,-0.5000000000000004,0.9884683243281114,0.1514277775045767,0.4031234292879726,-0.9151456172430182,1.2246467991473532e-16,-1.0,0,0,0,0,11.1916685,12.000001,23.863409,60895.227,Bradford - Lister Park,0,0,1,0,0
1574,2019-06-07,652066.0,2019,6,4,23,-0.8660254037844385,-0.5000000000000004,0.9884683243281114,0.1514277775045767,0.4031234292879726,-0.9151456172430182,1.2246467991473532e-16,-1.0,0,0,0,0,11.128665,14.400001,26.525429,60895.227,Bradford - Local Authority,0,0,0,1,0
1575,2019-06-07,6980.8,2019,6,4,23,-0.8660254037844385,-0.5000000000000004,0.9884683243281114,0.1514277775045767,0.4031234292879726,-0.9151456172430182,1.2246467991473532e-16,-1.0,0,0,0,0,11.1916685,12.000001,23.863409,60895.227,Bradford - Roberts Park,0,0,0,0,1
1582,2019-06-08,123042.22,2019,6,5,23,-0.8660254037844386,0.5000000000000001,0.9987165071710528,-0.0506491688387126,0.4031234292879726,-0.9151456172430182,1.2246467991473532e-16,-1.0,1,0,0,0,10.929166,7.0,24.448214,60983.918,Bradford - BID,1,0,0,0,0
1583,2019-06-08,87538.76,2019,6,5,23,-0.8660254037844386,0.5000000000000001,0.9987165071710528,-0.0506491688387126,0.4031234292879726,-0.9151456172430182,1.2246467991473532e-16,-1.0,1,0,0,0,10.929166,7.0,24.448214,60983.918,Bradford - City Centre,0,1,0,0,0
1584,2019-06-08,44974.8,2019,6,5,23,-0.8660254037844386,0.5000000000000001,0.9987165071710528,-0.0506491688387126,0.4031234292879726,-0.9151456172430182,1.2246467991473532e-16,-1.0,1,0,0,0,10.929166,7.0,24.448214,60983.918,Bradford - Lister Park,0,0,1,0,0
1585,2019-06-08,610569.0,2019,6,5,23,-0.8660254037844386,0.5000000000000001,0.9987165071710528,-0.0506491688387126,0.4031234292879726,-0.9151456172430182,1.2246467991473532e-16,-1.0,1,0,0,0,10.782833,9.500001,25.233406,60983.918,Bradford - Local Authority,0,0,0,1,0
1586,2019-06-08,13197.15,2019,6,5,23,-0.8660254037844386,0.5000000000000001,0.9987165071710528,-0.0506491688387126,0.4031234292879726,-0.9151456172430182,1.2246467991473532e-16,-1.0,1,0,0,0,10.929166,7.0,24.448214,60983.918,Bradford - Roberts Park,0,0,0,0,1
1592,2019-06-09,83106.82999999999,2019,6,6,23,-2.4492935982947064e-16,1.0,0.9680771188662044,-0.2506525322587204,0.4031234292879726,-0.9151456172430182,1.2246467991473532e-16,-1.0,1,0,0,0,11.493751,0.8000001,18.057508,61066.49,Bradford - BID,1,0,0,0,0
1593,2019-06-09,100790.11,2019,6,6,23,-2.4492935982947064e-16,1.0,0.9680771188662044,-0.2506525322587204,0.4031234292879726,-0.9151456172430182,1.2246467991473532e-16,-1.0,1,0,0,0,11.493751,0.8000001,18.057508,61066.49,Bradford - City Centre,0,1,0,0,0
1594,2019-06-09,14239.04,2019,6,6,23,-2.4492935982947064e-16,1.0,0.9680771188662044,-0.2506525322587204,0.4031234292879726,-0.9151456172430182,1.2246467991473532e-16,-1.0,1,0,0,0,11.493751,0.8000001,18.057508,61066.49,Bradford - Lister Park,0,0,1,0,0
1595,2019-06-09,622952.0,2019,6,6,23,-2.4492935982947064e-16,1.0,0.9680771188662044,-0.2506525322587204,0.4031234292879726,-0.9151456172430182,1.2246467991473532e-16,-1.0,1,0,0,0,11.432834,0.4,20.60823,61066.49,Bradford - Local Authority,0,0,0,1,0
1596,2019-06-09,15677.32,2019,6,6,23,-2.4492935982947064e-16,1.0,0.9680771188662044,-0.2506525322587204,0.4031234292879726,-0.9151456172430182,1.2246467991473532e-16,-1.0,1,0,0,0,11.493751,0.8000001,18.057508,61066.49,Bradford - Roberts Park,0,0,0,0,1
1603,2019-06-10,92614.14,2019,6,0,24,0.0,1.0,0.8978045395707416,-0.4403941515576344,0.2920567706369759,-0.9564009842765224,1.2246467991473532e-16,-1.0,0,0,0,0,10.877083,9.000001,22.55106,61142.973,Bradford - BID,1,0,0,0,0
1604,2019-06-10,85523.91500000001,2019,6,0,24,0.0,1.0,0.8978045395707416,-0.4403941515576344,0.2920567706369759,-0.9564009842765224,1.2246467991473532e-16,-1.0,0,0,0,0,10.877083,9.000001,22.55106,61142.973,Bradford - City Centre,0,1,0,0,0
1605,2019-06-10,13323.97,2019,6,0,24,0.0,1.0,0.8978045395707416,-0.4403941515576344,0.2920567706369759,-0.9564009842765224,1.2246467991473532e-16,-1.0,0,0,0,0,10.877083,9.000001,22.55106,61142.973,Bradford - Lister Park,0,0,1,0,0
1606,2019-06-10,635075.0,2019,6,0,24,0.0,1.0,0.8978045395707416,-0.4403941515576344,0.2920567706369759,-0.9564009842765224,1.2246467991473532e-16,-1.0,0,0,0,0,11.051583,6.7,20.799152,61142.973,Bradford - Local Authority,0,0,0,1,0
1607,2019-06-10,10641.435,2019,6,0,24,0.0,1.0,0.8978045395707416,-0.4403941515576344,0.2920567706369759,-0.9564009842765224,1.2246467991473532e-16,-1.0,0,0,0,0,10.877083,9.000001,22.55106,61142.973,Bradford - Roberts Park,0,0,0,0,1
1614,2019-06-11,73307.925,2019,6,1,24,0.8660254037844386,0.5000000000000001,0.7907757369376989,-0.6121059825476626,0.2920567706369759,-0.9564009842765224,1.2246467991473532e-16,-1.0,0,0,0,0,9.356249,13.300001,32.15507,61213.31,Bradford - BID,1,0,0,0,0
1615,2019-06-11,53293.85,2019,6,1,24,0.8660254037844386,0.5000000000000001,0.7907757369376989,-0.6121059825476626,0.2920567706369759,-0.9564009842765224,1.2246467991473532e-16,-1.0,0,0,0,0,9.356249,13.300001,32.15507,61213.31,Bradford - City Centre,0,1,0,0,0
1616,2019-06-11,20962.7,2019,6,1,24,0.8660254037844386,0.5000000000000001,0.7907757369376989,-0.6121059825476626,0.2920567706369759,-0.9564009842765224,1.2246467991473532e-16,-1.0,0,0,0,0,9.356249,13.300001,32.15507,61213.31,Bradford - Lister Park,0,0,1,0,0
1617,2019-06-11,668175.0,2019,6,1,24,0.8660254037844386,0.5000000000000001,0.7907757369376989,-0.6121059825476626,0.2920567706369759,-0.9564009842765224,1.2246467991473532e-16,-1.0,0,0,0,0,9.362,10.9,29.784426,61213.31,Bradford - Local Authority,0,0,0,1,0
1618,2019-06-11,14239.04,2019,6,1,24,0.8660254037844386,0.5000000000000001,0.7907757369376989,-0.6121059825476626,0.2920567706369759,-0.9564009842765224,1.2246467991473532e-16,-1.0,0,0,0,0,9.356249,13.300001,32.15507,61213.31,Bradford - Roberts Park,0,0,0,0,1
1625,2019-06-12,103334.05,2019,6,2,24,0.8660254037844387,-0.4999999999999998,0.6513724827222223,-0.758758122692791,0.2920567706369759,-0.9564009842765224,1.2246467991473532e-16,-1.0,0,0,0,0,11.054166,7.699999,28.802248,61277.418,Bradford - BID,1,0,0,0,0
1626,2019-06-12,112524.23,2019,6,2,24,0.8660254037844387,-0.4999999999999998,0.6513724827222223,-0.758758122692791,0.2920567706369759,-0.9564009842765224,1.2246467991473532e-16,-1.0,0,0,0,0,11.054166,7.699999,28.802248,61277.418,Bradford - City Centre,0,1,0,0,0
1627,2019-06-12,8768.14,2019,6,2,24,0.8660254037844387,-0.4999999999999998,0.6513724827222223,-0.758758122692791,0.2920567706369759,-0.9564009842765224,1.2246467991473532e-16,-1.0,0,0,0,0,11.054166,7.699999,28.802248,61277.418,Bradford - Lister Park,0,0,1,0,0
1628,2019-06-12,784641.0,2019,6,2,24,0.8660254037844387,-0.4999999999999998,0.6513724827222223,-0.758758122692791,0.2920567706369759,-0.9564009842765224,1.2246467991473532e-16,-1.0,0,0,0,0,11.086999,9.7,25.944988,61277.418,Bradford - Local Authority,0,0,0,1,0
1629,2019-06-12,10609.48,2019,6,2,24,0.8660254037844387,-0.4999999999999998,0.6513724827222223,-0.758758122692791,0.2920567706369759,-0.9564009842765224,1.2246467991473532e-16,-1.0,0,0,0,0,11.054166,7.699999,28.802248,61277.418,Bradford - Roberts Park,0,0,0,0,1
1636,2019-06-13,65890.825,2019,6,3,24,1.2246467991473532e-16,-1.0,0.485301962531081,-0.8743466161445821,0.2920567706369759,-0.9564009842765224,1.2246467991473532e-16,-1.0,0,0,0,0,10.1625,12.500001,21.24305,61335.223,Bradford - BID,1,0,0,0,0
1637,2019-06-13,87318.34,2019,6,3,24,1.2246467991473532e-16,-1.0,0.485301962531081,-0.8743466161445821,0.2920567706369759,-0.9564009842765224,1.2246467991473532e-16,-1.0,0,0,0,0,10.1625,12.500001,21.24305,61335.223,Bradford - City Centre,0,1,0,0,0
1638,2019-06-13,11042.52,2019,6,3,24,1.2246467991473532e-16,-1.0,0.485301962531081,-0.8743466161445821,0.2920567706369759,-0.9564009842765224,1.2246467991473532e-16,-1.0,0,0,0,0,10.1625,12.500001,21.24305,61335.223,Bradford - Lister Park,0,0,1,0,0
1639,2019-06-13,621980.0,2019,6,3,24,1.2246467991473532e-16,-1.0,0.485301962531081,-0.8743466161445821,0.2920567706369759,-0.9564009842765224,1.2246467991473532e-16,-1.0,0,0,0,0,10.2578335,14.1,16.923828,61335.223,Bradford - Local Authority,0,0,0,1,0
1640,2019-06-13,6980.8,2019,6,3,24,1.2246467991473532e-16,-1.0,0.485301962531081,-0.8743466161445821,0.2920567706369759,-0.9564009842765224,1.2246467991473532e-16,-1.0,0,0,0,0,10.1625,12.500001,21.24305,61335.223,Bradford - Roberts Park,0,0,0,0,1
1647,2019-06-14,95162.535,2019,6,4,24,-0.8660254037844385,-0.5000000000000004,0.299363122973358,-0.9541392564000488,0.2920567706369759,-0.9564009842765224,1.2246467991473532e-16,-1.0,0,0,0,0,11.256251,5.2000003,15.484185,61386.652,Bradford - BID,1,0,0,0,0
1648,2019-06-14,174341.9,2019,6,4,24,-0.8660254037844385,-0.5000000000000004,0.299363122973358,-0.9541392564000488,0.2920567706369759,-0.9564009842765224,1.2246467991473532e-16,-1.0,0,0,0,0,11.256251,5.2000003,15.484185,61386.652,Bradford - City Centre,0,1,0,0,0
1649,2019-06-14,12583.33,2019,6,4,24,-0.8660254037844385,-0.5000000000000004,0.299363122973358,-0.9541392564000488,0.2920567706369759,-0.9564009842765224,1.2246467991473532e-16,-1.0,0,0,0,0,11.256251,5.2000003,15.484185,61386.652,Bradford - Lister Park,0,0,1,0,0
1650,2019-06-14,760154.0,2019,6,4,24,-0.8660254037844385,-0.5000000000000004,0.299363122973358,-0.9541392564000488,0.2920567706369759,-0.9564009842765224,1.2246467991473532e-16,-1.0,0,0,0,0,11.236999,5.1,15.256526,61386.652,Bradford - Local Authority,0,0,0,1,0
1651,2019-06-14,8521.86,2019,6,4,24,-0.8660254037844385,-0.5000000000000004,0.299363122973358,-0.9541392564000488,0.2920567706369759,-0.9564009842765224,1.2246467991473532e-16,-1.0,0,0,0,0,11.256251,5.2000003,15.484185,61386.652,Bradford - Roberts Park,0,0,0,0,1
1658,2019-06-15,64454.77,2019,6,5,24,-0.8660254037844386,0.5000000000000001,0.1011683219874327,-0.994869323391895,0.2920567706369759,-0.9564009842765224,1.2246467991473532e-16,-1.0,1,0,0,0,11.681249,3.8999996,21.897945,61431.64,Bradford - BID,1,0,0,0,0
1659,2019-06-15,111501.11,2019,6,5,24,-0.8660254037844386,0.5000000000000001,0.1011683219874327,-0.994869323391895,0.2920567706369759,-0.9564009842765224,1.2246467991473532e-16,-1.0,1,0,0,0,11.681249,3.8999996,21.897945,61431.64,Bradford - City Centre,0,1,0,0,0
1660,2019-06-15,16396.46,2019,6,5,24,-0.8660254037844386,0.5000000000000001,0.1011683219874327,-0.994869323391895,0.2920567706369759,-0.9564009842765224,1.2246467991473532e-16,-1.0,1,0,0,0,11.681249,3.8999996,21.897945,61431.64,Bradford - Lister Park,0,0,1,0,0
1661,2019-06-15,658700.0,2019,6,5,24,-0.8660254037844386,0.5000000000000001,0.1011683219874327,-0.994869323391895,0.2920567706369759,-0.9564009842765224,1.2246467991473532e-16,-1.0,1,0,0,0,11.795333,4.4,20.957443,61431.64,Bradford - Local Authority,0,0,0,1,0
1662,2019-06-15,16396.46,2019,6,5,24,-0.8660254037844386,0.5000000000000001,0.1011683219874327,-0.994869323391895,0.2920567706369759,-0.9564009842765224,1.2246467991473532e-16,-1.0,1,0,0,0,11.681249,3.8999996,21.897945,61431.64,Bradford - Roberts Park,0,0,0,0,1
1668,2019-06-16,95788.415,2019,6,6,24,-2.4492935982947064e-16,1.0,-0.101168321987432,-0.9948693233918952,0.2920567706369759,-0.9564009842765224,1.2246467991473532e-16,-1.0,1,0,0,0,12.785417,2.3999999,25.305208,61470.15,Bradford - BID,1,0,0,0,0
1669,2019-06-16,102777.16,2019,6,6,24,-2.4492935982947064e-16,1.0,-0.101168321987432,-0.9948693233918952,0.2920567706369759,-0.9564009842765224,1.2246467991473532e-16,-1.0,1,0,0,0,12.785417,2.3999999,25.305208,61470.15,Bradford - City Centre,0,1,0,0,0
1670,2019-06-16,20173.53,2019,6,6,24,-2.4492935982947064e-16,1.0,-0.101168321987432,-0.9948693233918952,0.2920567706369759,-0.9564009842765224,1.2246467991473532e-16,-1.0,1,0,0,0,12.785417,2.3999999,25.305208,61470.15,Bradford - Lister Park,0,0,1,0,0
1671,2019-06-16,719264.0,2019,6,6,24,-2.4492935982947064e-16,1.0,-0.101168321987432,-0.9948693233918952,0.2920567706369759,-0.9564009842765224,1.2246467991473532e-16,-1.0,1,0,0,0,12.551582,3.6000001,26.574244,61470.15,Bradford - Local Authority,0,0,0,1,0
1672,2019-06-16,24089.93,2019,6,6,24,-2.4492935982947064e-16,1.0,-0.101168321987432,-0.9948693233918952,0.2920567706369759,-0.9564009842765224,1.2246467991473532e-16,-1.0,1,0,0,0,12.785417,2.3999999,25.305208,61470.15,Bradford - Roberts Park,0,0,0,0,1
1679,2019-06-17,99936.61,2019,6,0,25,0.0,1.0,-0.2993631229733582,-0.9541392564000488,0.1768902751225731,-0.9842305779475968,1.2246467991473532e-16,-1.0,0,0,0,0,13.756249,1.4000002,22.380884,61502.09,Bradford - BID,1,0,0,0,0
1680,2019-06-17,125276.125,2019,6,0,25,0.0,1.0,-0.2993631229733582,-0.9541392564000488,0.1768902751225731,-0.9842305779475968,1.2246467991473532e-16,-1.0,0,0,0,0,13.756249,1.4000002,22.380884,61502.09,Bradford - City Centre,0,1,0,0,0
1681,2019-06-17,19500.91,2019,6,0,25,0.0,1.0,-0.2993631229733582,-0.9541392564000488,0.1768902751225731,-0.9842305779475968,1.2246467991473532e-16,-1.0,0,0,0,0,13.756249,1.4000002,22.380884,61502.09,Bradford - Lister Park,0,0,1,0,0
1682,2019-06-17,619848.0,2019,6,0,25,0.0,1.0,-0.2993631229733582,-0.9541392564000488,0.1768902751225731,-0.9842305779475968,1.2246467991473532e-16,-1.0,0,0,0,0,13.605752,2.6000001,26.576681,61502.09,Bradford - Local Authority,0,0,0,1,0
1683,2019-06-17,19324.405,2019,6,0,25,0.0,1.0,-0.2993631229733582,-0.9541392564000488,0.1768902751225731,-0.9842305779475968,1.2246467991473532e-16,-1.0,0,0,0,0,13.756249,1.4000002,22.380884,61502.09,Bradford - Roberts Park,0,0,0,0,1
1690,2019-06-18,60210.65,2019,6,1,25,0.8660254037844386,0.5000000000000001,-0.4853019625310808,-0.8743466161445822,0.1768902751225731,-0.9842305779475968,1.2246467991473532e-16,-1.0,0,0,0,0,14.204167,2.2,18.472595,61527.46,Bradford - BID,1,0,0,0,0
1691,2019-06-18,102367.12,2019,6,1,25,0.8660254037844386,0.5000000000000001,-0.4853019625310808,-0.8743466161445822,0.1768902751225731,-0.9842305779475968,1.2246467991473532e-16,-1.0,0,0,0,0,14.204167,2.2,18.472595,61527.46,Bradford - City Centre,0,1,0,0,0
1692,2019-06-18,29247.75,2019,6,1,25,0.8660254037844386,0.5000000000000001,-0.4853019625310808,-0.8743466161445822,0.1768902751225731,-0.9842305779475968,1.2246467991473532e-16,-1.0,0,0,0,0,14.204167,2.2,18.472595,61527.46,Bradford - Lister Park,0,0,1,0,0
1693,2019-06-18,735236.0,2019,6,1,25,0.8660254037844386,0.5000000000000001,-0.4853019625310808,-0.8743466161445822,0.1768902751225731,-0.9842305779475968,1.2246467991473532e-16,-1.0,0,0,0,0,14.1224165,2.5000002,18.998316,61527.46,Bradford - Local Authority,0,0,0,1,0
1694,2019-06-18,16526.94,2019,6,1,25,0.8660254037844386,0.5000000000000001,-0.4853019625310808,-0.8743466161445822,0.1768902751225731,-0.9842305779475968,1.2246467991473532e-16,-1.0,0,0,0,0,14.204167,2.2,18.472595,61527.46,Bradford - Roberts Park,0,0,0,0,1
1701,2019-06-19,107699.895,2019,6,2,25,0.8660254037844387,-0.4999999999999998,-0.651372482722222,-0.7587581226927911,0.1768902751225731,-0.9842305779475968,1.2246467991473532e-16,-1.0,0,0,0,0,14.01875,1.1,15.893093,61546.18,Bradford - BID,1,0,0,0,0
1702,2019-06-19,117881.04,2019,6,2,25,0.8660254037844387,-0.4999999999999998,-0.651372482722222,-0.7587581226927911,0.1768902751225731,-0.9842305779475968,1.2246467991473532e-16,-1.0,0,0,0,0,14.01875,1.1,15.893093,61546.18,Bradford - City Centre,0,1,0,0,0
1703,2019-06-19,15030.09,2019,6,2,25,0.8660254037844387,-0.4999999999999998,-0.651372482722222,-0.7587581226927911,0.1768902751225731,-0.9842305779475968,1.2246467991473532e-16,-1.0,0,0,0,0,14.01875,1.1,15.893093,61546.18,Bradford - Lister Park,0,0,1,0,0
1704,2019-06-19,671561.0,2019,6,2,25,0.8660254037844387,-0.4999999999999998,-0.651372482722222,-0.7587581226927911,0.1768902751225731,-0.9842305779475968,1.2246467991473532e-16,-1.0,0,0,0,0,13.81825,1.4,16.676977,61546.18,Bradford - Local Authority,0,0,0,1,0
1705,2019-06-19,6899.5,2019,6,2,25,0.8660254037844387,-0.4999999999999998,-0.651372482722222,-0.7587581226927911,0.1768902751225731,-0.9842305779475968,1.2246467991473532e-16,-1.0,0,0,0,0,14.01875,1.1,15.893093,61546.18,Bradford - Roberts Park,0,0,0,0,1
1712,2019-06-20,65711.59,2019,6,3,25,1.2246467991473532e-16,-1.0,-0.7907757369376986,-0.6121059825476627,0.1768902751225731,-0.9842305779475968,1.2246467991473532e-16,-1.0,0,0,0,0,12.025001,0.6,23.857979,61558.24,Bradford - BID,1,0,0,0,0
1713,2019-06-20,49189.39,2019,6,3,25,1.2246467991473532e-16,-1.0,-0.7907757369376986,-0.6121059825476627,0.1768902751225731,-0.9842305779475968,1.2246467991473532e-16,-1.0,0,0,0,0,12.025001,0.6,23.857979,61558.24,Bradford - City Centre,0,1,0,0,0
1714,2019-06-20,16396.46,2019,6,3,25,1.2246467991473532e-16,-1.0,-0.7907757369376986,-0.6121059825476627,0.1768902751225731,-0.9842305779475968,1.2246467991473532e-16,-1.0,0,0,0,0,12.025001,0.6,23.857979,61558.24,Bradford - Lister Park,0,0,1,0,0
1715,2019-06-20,755386.0,2019,6,3,25,1.2246467991473532e-16,-1.0,-0.7907757369376986,-0.6121059825476627,0.1768902751225731,-0.9842305779475968,1.2246467991473532e-16,-1.0,0,0,0,0,11.997418,0.70000005,23.933907,61558.24,Bradford - Local Authority,0,0,0,1,0
1716,2019-06-20,6205.32,2019,6,3,25,1.2246467991473532e-16,-1.0,-0.7907757369376986,-0.6121059825476627,0.1768902751225731,-0.9842305779475968,1.2246467991473532e-16,-1.0,0,0,0,0,12.025001,0.6,23.857979,61558.24,Bradford - Roberts Park,0,0,0,0,1
1723,2019-06-21,65988.815,2019,6,4,25,-0.8660254037844385,-0.5000000000000004,-0.8978045395707417,-0.4403941515576342,0.1768902751225731,-0.9842305779475968,1.2246467991473532e-16,-1.0,0,0,0,0,12.08125,0.1,20.545246,61563.57,Bradford - BID,1,0,0,0,0
1724,2019-06-21,92380.08,2019,6,4,25,-0.8660254037844385,-0.5000000000000004,-0.8978045395707417,-0.4403941515576342,0.1768902751225731,-0.9842305779475968,1.2246467991473532e-16,-1.0,0,0,0,0,12.08125,0.1,20.545246,61563.57,Bradford - City Centre,0,1,0,0,0
1725,2019-06-21,22839.71,2019,6,4,25,-0.8660254037844385,-0.5000000000000004,-0.8978045395707417,-0.4403941515576342,0.1768902751225731,-0.9842305779475968,1.2246467991473532e-16,-1.0,0,0,0,0,12.08125,0.1,20.545246,61563.57,Bradford - Lister Park,0,0,1,0,0
1726,2019-06-21,771972.0,2019,6,4,25,-0.8660254037844385,-0.5000000000000004,-0.8978045395707417,-0.4403941515576342,0.1768902751225731,-0.9842305779475968,1.2246467991473532e-16,-1.0,0,0,0,0,12.024499,0.6,21.129885,61563.57,Bradford - Local Authority,0,0,0,1,0
1727,2019-06-21,11666.72,2019,6,4,25,-0.8660254037844385,-0.5000000000000004,-0.8978045395707417,-0.4403941515576342,0.1768902751225731,-0.9842305779475968,1.2246467991473532e-16,-1.0,0,0,0,0,12.08125,0.1,20.545246,61563.57,Bradford - Roberts Park,0,0,0,0,1
1734,2019-06-22,104237.15,2019,6,5,25,-0.8660254037844386,0.5000000000000001,-0.968077118866204,-0.2506525322587213,0.1768902751225731,-0.9842305779475968,1.2246467991473532e-16,-1.0,1,0,0,0,13.714583,0.2,14.693999,61562.184,Bradford - BID,1,0,0,0,0
1735,2019-06-22,198556.68,2019,6,5,25,-0.8660254037844386,0.5000000000000001,-0.968077118866204,-0.2506525322587213,0.1768902751225731,-0.9842305779475968,1.2246467991473532e-16,-1.0,1,0,0,0,13.714583,0.2,14.693999,61562.184,Bradford - City Centre,0,1,0,0,0
1736,2019-06-22,24594.7,2019,6,5,25,-0.8660254037844386,0.5000000000000001,-0.968077118866204,-0.2506525322587213,0.1768902751225731,-0.9842305779475968,1.2246467991473532e-16,-1.0,1,0,0,0,13.714583,0.2,14.693999,61562.184,Bradford - Lister Park,0,0,1,0,0
1737,2019-06-22,750651.0,2019,6,5,25,-0.8660254037844386,0.5000000000000001,-0.968077118866204,-0.2506525322587213,0.1768902751225731,-0.9842305779475968,1.2246467991473532e-16,-1.0,1,0,0,0,14.047417,1.6000001,14.799459,61562.184,Bradford - Local Authority,0,0,0,1,0
1738,2019-06-22,16929.89,2019,6,5,25,-0.8660254037844386,0.5000000000000001,-0.968077118866204,-0.2506525322587213,0.1768902751225731,-0.9842305779475968,1.2246467991473532e-16,-1.0,1,0,0,0,13.714583,0.2,14.693999,61562.184,Bradford - Roberts Park,0,0,0,0,1
1744,2019-06-23,46744.94,2019,6,6,25,-2.4492935982947064e-16,1.0,-0.9987165071710528,-0.0506491688387135,0.1768902751225731,-0.9842305779475968,1.2246467991473532e-16,-1.0,1,0,0,0,14.029167,2.1999998,22.725668,61554.047,Bradford - BID,1,0,0,0,0
1745,2019-06-23,127460.88,2019,6,6,25,-2.4492935982947064e-16,1.0,-0.9987165071710528,-0.0506491688387135,0.1768902751225731,-0.9842305779475968,1.2246467991473532e-16,-1.0,1,0,0,0,14.029167,2.1999998,22.725668,61554.047,Bradford - City Centre,0,1,0,0,0
1746,2019-06-23,23024.82,2019,6,6,25,-2.4492935982947064e-16,1.0,-0.9987165071710528,-0.0506491688387135,0.1768902751225731,-0.9842305779475968,1.2246467991473532e-16,-1.0,1,0,0,0,14.029167,2.1999998,22.725668,61554.047,Bradford - Lister Park,0,0,1,0,0
