,datestamp,estimated_actual_footfall,year,month,weekday,week_of_year,Sin_weekday,Cos_weekday,Sin_monthday,Cos_monthday,Sin_week_of_year,Cos_week_of_year,Sin_month,Cos_month,is_weekend,bank_hol,school_hol,covid,temperature_2m_mean,precipitation_sum,wind_speed_10m_max,daylight_duration,area_name,area_Bradford - BID,area_Bradford - City Centre,area_Bradford - Lister Park,area_Bradford - Local Authority,area_Bradford - Roberts Park
38,2019-01-09,40531.995,2019,1,2,2,0.8660254037844387,-0.4999999999999998,0.9680771188662044,-0.2506525322587204,0.2348860457809836,0.9720229140804107,0.4999999999999999,0.8660254037844387,0,0,0,0,2.175,0.0,15.2947035,27897.516,Bradford - BID,1,0,0,0,0
39,2019-01-09,62432.69,2019,1,2,2,0.8660254037844387,-0.4999999999999998,0.9680771188662044,-0.2506525322587204,0.2348860457809836,0.9720229140804107,0.4999999999999999,0.8660254037844387,0,0,0,0,2.175,0.0,15.2947035,27897.516,Bradford - City Centre,0,1,0,0,0
40,2019-01-09,7972.12,2019,1,2,2,0.8660254037844387,-0.4999999999999998,0.9680771188662044,-0.2506525322587204,0.2348860457809836,0.9720229140804107,0.4999999999999999,0.8660254037844387,0,0,0,0,2.175,0.0,15.2947035,27897.516,Bradford - Lister Park,0,0,1,0,0
41,2019-01-09,541583.0,2019,1,2,2,0.8660254037844387,-0.4999999999999998,0.9680771188662044,-0.2506525322587204,0.2348860457809836,0.9720229140804107,0.4999999999999999,0.8660254037844387,0,0,0,0,1.7620002,0.0,14.007655,27897.516,Bradford - Local Authority,0,0,0,1,0
42,2019-01-09,4221.07,2019,1,2,2,0.8660254037844387,-0.4999999999999998,0.9680771188662044,-0.2506525322587204,0.2348860457809836,0.9720229140804107,0.4999999999999999,0.8660254037844387,0,0,0,0,2.175,0.0,15.2947035,27897.516,Bradford - Roberts Park,0,0,0,0,1
48,2019-01-10,61196.725,2019,1,3,2,1.2246467991473532e-16,-1.0,0.8978045395707416,-0.4403941515576344,0.2348860457809836,0.9720229140804107,0.4999999999999999,0.8660254037844387,0,0,0,0,3.7,0.0,18.919704,28028.719,Bradford - BID,1,0,0,0,0
49,2019-01-10,124109.52,2019,1,3,2,1.2246467991473532e-16,-1.0,0.8978045395707416,-0.4403941515576344,0.2348860457809836,0.9720229140804107,0.4999999999999999,0.8660254037844387,0,0,0,0,3.7,0.0,18.919704,28028.719,Bradford - City Centre,0,1,0,0,0
50,2019-01-10,16706.88,2019,1,3,2,1.2246467991473532e-16,-1.0,0.8978045395707416,-0.4403941515576344,0.2348860457809836,0.9720229140804107,0.4999999999999999,0.8660254037844387,0,0,0,0,3.7,0.0,18.919704,28028.719,Bradford - Lister Park,0,0,1,0,0
51,2019-01-10,540426.0,2019,1,3,2,1.2246467991473532e-16,-1.0,0.8978045395707416,-0.4403941515576344,0.2348860457809836,0.9720229140804107,0.4999999999999999,0.8660254037844387,0,0,0,0,3.791167,0.0,19.011953,28028.719,Bradford - Local Authority,0,0,0,1,0
52,2019-01-10,22545.14,2019,1,3,2,1.2246467991473532e-16,-1.0,0.8978045395707416,-0.4403941515576344,0.2348860457809836,0.9720229140804107,0.4999999999999999,0.8660254037844387,0,0,0,0,3.7,0.0,18.919704,28028.719,Bradford - Roberts Park,0,0,0,0,1
