area,Interval,Date,Total Footfall,Average Footfall,Total Visiting,Average Visiting,Total Passing through,Average Passing through,,Event took place
BD WALL - Wayfinders,daily,23/09/2022,8996.01,8996.01,2227.5868636402934,2227.5868636402934,6768.423136359706,6768.423136359706,,
BD WALL - Wayfinders,daily,24/09/2022,2418.64,2418.64,299.79775748503056,299.79775748503056,2118.8422425149693,2118.8422425149693,,
BD WALL - Wayfinders,daily,25/09/2022,13527.08,13527.08,1676.722558677855,1676.722558677855,11850.357441322145,11850.357441322145,,
BD WALL - Wayfinders,daily,26/09/2022,15959.17,15959.17,3951.8005700974386,3951.8005700974386,12007.369429902561,12007.369429902561,,
BD WALL - Wayfinders,weekly,26/09/2022,80594.73,11513.53,17267.20521,2466.7429893003896,63327.52479,9046.787010699612,,
BD WALL - Wayfinders,daily,27/09/2022,11034.05,11034.05,2732.245165662352,2732.245165662352,8301.804834337647,8301.804834337647,,
BD WALL - Wayfinders,daily,28/09/2022,3861.13,3861.13,956.0908076811215,956.0908076811215,2905.0391923188786,2905.0391923188786,,
BD WALL - Wayfinders,daily,29/09/2022,7293.87,7293.87,1806.1039279747383,1806.1039279747383,5487.766072025262,5487.766072025262,,
BD WALL - Wayfinders,daily,30/09/2022,10384.7,10384.7,2571.4534891407807,2571.4534891407807,7813.246511,7813.246511,,
BD WALL - Wayfinders,daily,01/10/2022,2418.64,2418.64,299.79775748503056,299.79775748503056,2118.8422425149693,2118.8422425149693,,
BD WALL - Wayfinders,monthly,01/10/2022,366962.81,11837.51,78620.79995461607,2536.154837,288342.01004538394,9301.355163,,
BD WALL - Wayfinders,daily,02/10/2022,1690.89,1690.89,209.59093959988397,209.59093959988397,1481.299060400116,1481.299060400116,,
BD WALL - Wayfinders,daily,03/10/2022,19994.54,19994.54,4951.036587168132,4951.036587168132,15043.503412831868,15043.503412831868,,
BD WALL - Wayfinders,weekly,03/10/2022,90115.42,12873.63,19306.987562707534,2758.1407743191853,70808.43243729247,10115.489225680814,,
BD WALL - Wayfinders,daily,04/10/2022,22798.82,22798.82,5645.430800821652,5645.430800821652,17153.389199178346,17153.389199178346,,
BD WALL - Wayfinders,daily,05/10/2022,2227.84,2227.84,551.6564697,551.6564697,1676.1835302659301,1676.1835302659301,,
BD WALL - Wayfinders,daily,06/10/2022,17816.27,17816.27,4411.654612552526,4411.654612552526,13404.615387447475,13404.615387447475,,
BD WALL - Wayfinders,daily,07/10/2022,11399.41,11399.41,2822.715400410826,2822.715400410826,8576.694599589173,8576.694599589173,,
BD WALL - Wayfinders,daily,08/10/2022,9329.02,9329.02,1156.360299810224,1156.360299810224,8172.659700189777,8172.659700189777,,
BD WALL - Wayfinders,daily,09/10/2022,1690.89,1690.89,209.59093959988397,209.59093959988397,1481.299060400116,1481.299060400116,,
BD WALL - Wayfinders,daily,10/10/2022,10952.83,10952.83,2712.133515601396,2712.133515601396,8240.696484398604,8240.696484398604,,
BD WALL - Wayfinders,weekly,10/10/2022,79192.31,11313.19,16966.74047828973,2423.8206804623146,62225.56952171028,8889.369319537687,,
BD WALL - Wayfinders,daily,11/10/2022,8505.59,8505.59,2106.1493430432206,2106.1493430432206,6399.440657,6399.440657,,
BD WALL - Wayfinders,daily,12/10/2022,2227.84,2227.84,551.6564697,551.6564697,1676.1835302659301,1676.1835302659301,,
BD WALL - Wayfinders,daily,13/10/2022,8588.62,8588.62,2126.7091842715045,2126.7091842715045,6461.910815728496,6461.910815728496,,
BD WALL - Wayfinders,daily,14/10/2022,8588.62,8588.62,2126.7091842715045,2126.7091842715045,6461.910815728496,6461.910815728496,,
BD WALL - Wayfinders,daily,15/10/2022,10020.06,10020.06,1242.016801948804,1242.016801948804,8778.043198051197,8778.043198051197,,
BD WALL - Wayfinders,daily,16/10/2022,1690.89,1690.89,209.59093959988397,209.59093959988397,1481.299060400116,1481.299060400116,,
BD WALL - Wayfinders,daily,17/10/2022,9837.88,9837.88,2436.0502327220142,2436.0502327220142,7401.829767277985,7401.829767277985,,
BD WALL - Wayfinders,weekly,17/10/2022,84891.24,12127.32,18187.720978971418,2598.245854138774,66703.51902,9529.074145861226,,
BD WALL - Wayfinders,daily,18/10/2022,6639.89,6639.89,1644.1657734947546,1644.1657734947546,4995.7242265052455,4995.7242265052455,,
BD WALL - Wayfinders,daily,19/10/2022,9837.88,9837.88,2436.0502327220142,2436.0502327220142,7401.829767277985,7401.829767277985,,
BD WALL - Wayfinders,daily,20/10/2022,11312,11312,2801.070986081496,2801.070986081496,8510.929013918505,8510.929013918505,,
BD WALL - Wayfinders,daily,21/10/2022,26902.32,26902.32,6661.537129621636,6661.537129621636,20240.782870378363,20240.782870378363,,
BD WALL - Wayfinders,daily,22/10/2022,4591.22,4591.22,569.0956323059331,569.0956323059331,4022.124367694067,4022.124367694067,,
BD WALL - Wayfinders,daily,23/10/2022,1690.89,1690.89,209.59093959988397,209.59093959988397,1481.299060400116,1481.299060400116,,
BD WALL - Wayfinders,daily,24/10/2022,7414.23,7414.23,1835.9074025048628,1835.9074025048628,5578.3225974951365,5578.3225974951365,,
BD WALL - Wayfinders,weekly,24/10/2022,81428.78,11632.68,17445.898190414562,2492.2705579240123,63982.881809585444,9140.409442075988,,
BD WALL - Wayfinders,daily,25/10/2022,7790.53,7790.53,1929.086593811658,1929.086593811658,5861.443406188342,5861.443406188342,,
BD WALL - Wayfinders,daily,26/10/2022,7984.84,7984.84,1977.2015251505456,1977.2015251505456,6007.638474849455,6007.638474849455,,
BD WALL - Wayfinders,daily,27/10/2022,9974.48,9974.48,2469.875046786612,2469.875046786612,7504.6049532133875,7504.6049532133875,,
BD WALL - Wayfinders,daily,28/10/2022,18125.68,18125.68,4488.270540222565,4488.270540222565,13637.409459777436,13637.409459777436,,
BD WALL - Wayfinders,daily,29/10/2022,7716.67,7716.67,956.5046312192021,956.5046312192021,6760.165368780798,6760.165368780798,,
BD WALL - Wayfinders,daily,30/10/2022,1470.34,1470.34,182.25309874166467,182.25309874166467,1288.0869012583353,1288.0869012583353,,
BD WALL - Wayfinders,daily,31/10/2022,8866.21,8866.21,2195.445861696041,2195.445861696041,6670.764138303958,6670.764138303958,,
BD WALL - Wayfinders,weekly,31/10/2022,76879.67,10982.81,16471.263547515617,2353.037649645088,60408.406452484385,8629.772350354911,,
BD WALL - Wayfinders,daily,01/11/2022,5942.89,5942.89,1471.5750311592876,1471.5750311592876,4471.314968840713,4471.314968840713,,
BD WALL - Wayfinders,monthly,01/11/2022,338882.48,11296.08,72604.66440237958,2420.154908753123,266277.81559762044,8875.925091246878,,
BD WALL - Wayfinders,daily,02/11/2022,6828.85,6828.85,1690.955940886017,1690.955940886017,5137.8940591139835,5137.8940591139835,,
BD WALL - Wayfinders,daily,03/11/2022,8727.15,8727.15,2161.0119038349653,2161.0119038349653,6566.138096165035,6566.138096165035,,
BD WALL - Wayfinders,daily,04/11/2022,8588.62,8588.62,2126.7091842715045,2126.7091842715045,6461.910815728496,6461.910815728496,,
BD WALL - Wayfinders,daily,05/11/2022,6158,6158,763.3027613,763.3027613,5394.6972386990965,5394.6972386990965,,
BD WALL - Wayfinders,daily,06/11/2022,1470.34,1470.34,182.25309874166467,182.25309874166467,1288.0869012583353,1288.0869012583353,,
BD WALL - Wayfinders,daily,07/11/2022,6567.78,6567.78,1626.3099364362029,1626.3099364362029,4941.470063563797,4941.470063563797,,
BD WALL - Wayfinders,weekly,07/11/2022,77949.25,11135.61,16700.418200041462,2385.774640712563,61248.83179995854,8749.835359,,
BD WALL - Wayfinders,daily,08/11/2022,9974.48,9974.48,2469.875046786612,2469.875046786612,7504.6049532133875,7504.6049532133875,,
BD WALL - Wayfinders,daily,09/11/2022,4552.57,4552.57,1127.304785988776,1127.304785988776,3425.2652140112236,3425.2652140112236,,
BD WALL - Wayfinders,daily,10/11/2022,6936.97,6936.97,1717.7285535995186,1717.7285535995186,5219.241446400481,5219.241446400481,,
BD WALL - Wayfinders,daily,11/11/2022,12243.26,12243.26,3031.6690559628832,3031.6690559628832,9211.590944037116,9211.590944037116,,
BD WALL - Wayfinders,daily,12/11/2022,8198.23,8198.23,1016.1954525462666,1016.1954525462666,7182.0345474537335,7182.0345474537335,,
BD WALL - Wayfinders,daily,13/11/2022,3119.98,3119.98,386.7309758368942,386.7309758368942,2733.249024163106,2733.249024163106,,
BD WALL - Wayfinders,daily,14/11/2022,8075.87,8075.87,1999.7423218145307,1999.7423218145307,6076.127678185469,6076.127678185469,,
BD WALL - Wayfinders,weekly,14/11/2022,85610.14,12230.02,18341.743380008116,2620.2490542868736,67268.39662,9609.770945713128,,
BD WALL - Wayfinders,daily,15/11/2022,7515.05,7515.05,1860.8723933832873,1860.8723933832873,5654.177606616713,5654.177606616713,,
BD WALL - Wayfinders,daily,16/11/2022,9492.69,9492.69,2350.574481865802,2350.574481865802,7142.115518134198,7142.115518134198,,
BD WALL - Wayfinders,daily,17/11/2022,23019.67,23019.67,5700.117551818478,5700.117551818478,17319.55244818152,17319.55244818152,,
BD WALL - Wayfinders,daily,18/11/2022,8727.15,8727.15,2161.0119038349653,2161.0119038349653,6566.138096165035,6566.138096165035,,
BD WALL - Wayfinders,daily,19/11/2022,18985.38,18985.38,2353.2953845967777,2353.2953845967777,16632.084615403222,16632.084615403222,,
BD WALL - Wayfinders,daily,20/11/2022,3119.98,3119.98,386.7309758368942,386.7309758368942,2733.249024163106,2733.249024163106,,
BD WALL - Wayfinders,daily,21/11/2022,9329.02,9329.02,2310.0466098456504,2310.0466098456504,7018.9733901543495,7018.9733901543495,,
BD WALL - Wayfinders,weekly,21/11/2022,79515.43,11359.35,17035.96807,2433.7103369261536,62479.461926463395,8925.639663073847,,
BD WALL - Wayfinders,daily,22/11/2022,9662.2,9662.2,2392.5484513540164,2392.5484513540164,7269.651548645985,7269.651548645985,,
BD WALL - Wayfinders,daily,23/11/2022,3847.11,3847.11,952.6191832800552,952.6191832800552,2894.490816719945,2894.490816719945,,
BD WALL - Wayfinders,daily,24/11/2022,9329.02,9329.02,2310.0466098456504,2310.0466098456504,7018.9733901543495,7018.9733901543495,,
BD WALL - Wayfinders,daily,25/11/2022,12540.16,12540.16,3105.187264570344,3105.187264570344,9434.972735429656,9434.972735429656,,
BD WALL - Wayfinders,daily,26/11/2022,4618.5,4618.5,572.477071,572.477071,4046.0229290243224,4046.0229290243224,,
BD WALL - Wayfinders,daily,27/11/2022,11762.68,11762.68,1458.0198318121008,1458.0198318121008,10304.66017,10304.66017,,
BD WALL - Wayfinders,daily,28/11/2022,3283.89,3283.89,813.1549682181014,813.1549682181014,2470.7350317818987,2470.7350317818987,,
BD WALL - Wayfinders,weekly,28/11/2022,73676.37,10525.2,15784.96509537922,2254.995931828419,57891.40490462078,8270.204068171583,,
BD WALL - Wayfinders,daily,29/11/2022,9329.02,9329.02,2310.0466098456504,2310.0466098456504,7018.9733901543495,7018.9733901543495,,
BD WALL - Wayfinders,daily,30/11/2022,2849,2849,705.4677545390896,705.4677545390896,2143.5322454609104,2143.5322454609104,,
BD WALL - Wayfinders,daily,01/12/2022,11233.33,11233.33,2781.5907655656692,2781.5907655656692,8451.739234434332,8451.739234434332,,
BD WALL - Wayfinders,monthly,01/12/2022,331949.01,10708.03,71119.18701,2294.1667700278063,260829.82298935213,8413.863229972194,,
BD WALL - Wayfinders,daily,02/12/2022,8523.92,8523.92,2110.688207185271,2110.688207185271,6413.2317928147295,6413.2317928147295,,
BD WALL - Wayfinders,daily,03/12/2022,6158,6158,763.3027613,763.3027613,5394.6972386990965,5394.6972386990965,,
BD WALL - Wayfinders,daily,04/12/2022,3119.98,3119.98,386.7309758368942,386.7309758368942,2733.249024163106,2733.249024163106,,
BD WALL - Wayfinders,daily,05/12/2022,2175.61,2175.61,538.7233069332358,538.7233069332358,1636.8866930667643,1636.8866930667643,,
BD WALL - Wayfinders,weekly,05/12/2022,74789.29,10684.18,16023.40522691596,2289.056971356607,58765.884773084035,8395.123028643395,,
BD WALL - Wayfinders,daily,06/12/2022,8588.62,8588.62,2126.7091842715045,2126.7091842715045,6461.910815728496,6461.910815728496,,
BD WALL - Wayfinders,daily,07/12/2022,5258.55,5258.55,1302.1191508008178,1302.1191508008178,3956.4308491991824,3956.4308491991824,,
BD WALL - Wayfinders,daily,08/12/2022,9500.63,9500.63,2352.5405801357356,2352.5405801357356,7148.089419864264,7148.089419864264,,
BD WALL - Wayfinders,daily,09/12/2022,7495.25,7495.25,1855.9695286799267,1855.9695286799267,5639.280471320073,5639.280471320073,,
BD WALL - Wayfinders,daily,10/12/2022,4618.5,4618.5,572.477071,572.477071,4046.0229290243224,4046.0229290243224,,
BD WALL - Wayfinders,daily,11/12/2022,13197.15,13197.15,1635.8267353527483,1635.8267353527483,11561.323264647252,11561.323264647252,,
BD WALL - Wayfinders,daily,12/12/2022,3582.34,3582.34,887.0569869412293,887.0569869412293,2695.283013058771,2695.283013058771,,
BD WALL - Wayfinders,weekly,12/12/2022,73273.54,10467.65,15698.65984595703,2242.665998347181,57574.88015404297,8224.984002,,
BD WALL - Wayfinders,daily,13/12/2022,10959.54,10959.54,2713.7950419730905,2713.7950419730905,8245.744958,8245.744958,,
BD WALL - Wayfinders,daily,14/12/2022,5869.39,5869.39,1453.3750030937829,1453.3750030937829,4416.014996906218,4416.014996906218,,
BD WALL - Wayfinders,daily,15/12/2022,9957.74,9957.74,2465.7298975374074,2465.7298975374074,7492.010102462592,7492.010102462592,,
BD WALL - Wayfinders,daily,16/12/2022,10574.52,10574.52,2618.456609241381,2618.456609241381,7956.063391,7956.063391,,
BD WALL - Wayfinders,daily,17/12/2022,3658.64,3658.64,453.49951520070465,453.49951520070465,3205.1404847992953,3205.1404847992953,,
BD WALL - Wayfinders,daily,18/12/2022,3425.79,3425.79,424.6370520683702,424.6370520683702,3001.152948,3001.152948,,
BD WALL - Wayfinders,daily,19/12/2022,2572.86,2572.86,637.0901252872735,637.0901252872735,1935.7698747127267,1935.7698747127267,,
BD WALL - Wayfinders,weekly,19/12/2022,75994.43,10856.35,16281.603246648003,2325.9439330849254,59712.82675,8530.406066915075,,
BD WALL - Wayfinders,daily,20/12/2022,13299.31,13299.31,3293.1675544469144,3293.1675544469144,10006.142445553085,10006.142445553085,,
BD WALL - Wayfinders,daily,21/12/2022,13299.31,13299.31,3293.1675544469144,3293.1675544469144,10006.142445553085,10006.142445553085,,
BD WALL - Wayfinders,daily,22/12/2022,7170.4,7170.4,1775.530357018985,1775.530357018985,5394.869642981014,5394.869642981014,,
BD WALL - Wayfinders,daily,23/12/2022,5025.42,5025.42,1244.391633,1244.391633,3781.0283667898098,3781.0283667898098,,
BD WALL - Wayfinders,daily,24/12/2022,10020.06,10020.06,1242.016801948804,1242.016801948804,8778.043198051197,8778.043198051197,,
BD WALL - Wayfinders,daily,25/12/2022,6671.54,6671.54,826.9576005406678,826.9576005406678,5844.582399459332,5844.582399459332,,
BD WALL - Wayfinders,daily,26/12/2022,2593.31,2593.31,642.1539426197846,642.1539426197846,1951.1560573802153,1951.1560573802153,,
BD WALL - Wayfinders,weekly,26/12/2022,75223.84,10746.26,16116.506401447185,2302.357445214387,59107.33359855282,8443.902554785614,,
BD WALL - Wayfinders,daily,27/12/2022,12621.2,12621.2,3125.2543431339973,3125.2543431339973,9495.945656866003,9495.945656866003,,
BD WALL - Wayfinders,daily,28/12/2022,9357.13,9357.13,2317.0071920078453,2317.0071920078453,7040.122807992154,7040.122807992154,,
BD WALL - Wayfinders,daily,29/12/2022,11042.52,11042.52,2734.342502229901,2734.342502229901,8308.177497770099,8308.177497770099,,
BD WALL - Wayfinders,daily,30/12/2022,10405.45,10405.45,2576.5915923021307,2576.5915923021307,7828.858408,7828.858408,,
BD WALL - Wayfinders,daily,31/12/2022,2755.52,2755.52,341.5550543715276,341.5550543715276,2413.9649456284724,2413.9649456284724,,
BD WALL - Wayfinders,daily,01/01/2023,6874.48,6874.48,852.1126285332637,852.1126285332637,6022.367371466737,6022.367371466737,,
BD WALL - Wayfinders,monthly,01/01/2023,402993.65,12999.8,86340.31099672081,2785.1723591554633,316653.3390032792,10214.627640844537,,
BD WALL - Wayfinders,daily,02/01/2023,3684.21,3684.21,912.2819782205895,912.2819782205895,2771.9280217794108,2771.9280217794108,,
BD WALL - Wayfinders,weekly,02/01/2023,82339.59,11762.8,17641.036795350206,2520.1484196890633,64698.5532,9242.651580310936,,
BD WALL - Wayfinders,daily,03/01/2023,19239.54,19239.54,4764.083917923832,4764.083917923832,14475.456082076169,14475.456082076169,,
BD WALL - Wayfinders,daily,04/01/2023,17518.58,17518.58,4337.940785,4337.940785,13180.639215404211,13180.639215404211,,
BD WALL - Wayfinders,daily,05/01/2023,10600.58,10600.58,2624.9095715731773,2624.9095715731773,7975.670428426823,7975.670428426823,,
BD WALL - Wayfinders,daily,06/01/2023,10127.42,10127.42,2507.745962,2507.745962,7619.674038,7619.674038,,
BD WALL - Wayfinders,daily,07/01/2023,8145.39,8145.39,1009.6457744190923,1009.6457744190923,7135.744225580908,7135.744225580908,,
BD WALL - Wayfinders,daily,08/01/2023,9825.65,9825.65,1217.9190933056555,1217.9190933056555,8607.730906694345,8607.730906694345,,
BD WALL - Wayfinders,daily,09/01/2023,11253.82,11253.82,2786.664487675359,2786.664487675359,8467.155512324642,8467.155512324642,,
BD WALL - Wayfinders,weekly,09/01/2023,83816.95,11973.85,17957.557221550756,2565.365317364394,65859.39277844924,9408.484682635608,,
BD WALL - Wayfinders,daily,10/01/2023,21267.43,21267.43,5266.228882736845,5266.228882736845,16001.201117263156,16001.201117263156,,
BD WALL - Wayfinders,daily,11/01/2023,6012.8,6012.8,1488.8861054730214,1488.8861054730214,4523.913894526979,4523.913894526979,,
BD WALL - Wayfinders,daily,12/01/2023,22533.09,22533.09,5579.630889830542,5579.630889830542,16953.459110169457,16953.459110169457,,
BD WALL - Wayfinders,daily,13/01/2023,9172.56,9172.56,2271.304073911924,2271.304073911924,6901.255926088075,6901.255926088075,,
BD WALL - Wayfinders,daily,14/01/2023,10860.52,10860.52,1346.194365892123,1346.194365892123,9514.325634107878,9514.325634107878,,
BD WALL - Wayfinders,daily,15/01/2023,2446.5,2446.5,303.2510889124166,303.2510889124166,2143.2489110875836,2143.2489110875836,,
BD WALL - Wayfinders,daily,16/01/2023,7368.41,7368.41,1824.5614802468842,1824.5614802468842,5543.848519753115,5543.848519753115,,
BD WALL - Wayfinders,weekly,16/01/2023,105631.83,15090.26,22631.33687926036,3233.047819541018,83000.49312073964,11857.212180458982,,
BD WALL - Wayfinders,daily,17/01/2023,29502.41,29502.41,7305.369931973178,7305.369931973178,22197.04006802682,22197.04006802682,,
BD WALL - Wayfinders,daily,18/01/2023,45584,45584,11287.484072625433,11287.484072625433,34296.51592737457,34296.51592737457,,
BD WALL - Wayfinders,daily,19/01/2023,9492.69,9492.69,2350.574481865802,2350.574481865802,7142.115518134198,7142.115518134198,,
BD WALL - Wayfinders,daily,20/01/2023,21608.53,21608.53,5350.691870126554,5350.691870126554,16257.838129873444,16257.838129873444,,
BD WALL - Wayfinders,daily,21/01/2023,12024.07,12024.07,1490.4199144325041,1490.4199144325041,10533.650085567497,10533.650085567497,,
BD WALL - Wayfinders,daily,22/01/2023,30583.05,30583.05,3790.861726859956,3790.861726859956,26792.188273140044,26792.188273140044,,
BD WALL - Wayfinders,daily,23/01/2023,9492.69,9492.69,2350.574481865802,2350.574481865802,7142.115518134198,7142.115518134198,,
BD WALL - Wayfinders,weekly,23/01/2023,95713.02,13673.29,20506.25838207465,2929.465789221127,75206.76161792535,10743.824210778874,,
BD WALL - Wayfinders,daily,24/01/2023,16396.46,16396.46,4060.0820704071607,4060.0820704071607,12336.377929592838,12336.377929592838,,
BD WALL - Wayfinders,daily,25/01/2023,18713.76,18713.76,4633.890574300959,4633.890574300959,14079.869425699038,14079.869425699038,,
BD WALL - Wayfinders,daily,26/01/2023,16151.74,16151.74,3999.4846436290613,3999.4846436290613,12152.255356370939,12152.255356370939,,
BD WALL - Wayfinders,daily,27/01/2023,18036.11,18036.11,4466.091267925595,4466.091267925595,13570.018732074406,13570.018732074406,,
BD WALL - Wayfinders,daily,28/01/2023,8186.82,8186.82,1014.7811484692215,1014.7811484692215,7172.038851530779,7172.038851530779,,
BD WALL - Wayfinders,daily,29/01/2023,35268.59,35268.59,4371.648608994713,4371.648608994713,30896.941391005286,30896.941391005286,,
BD WALL - Wayfinders,daily,30/01/2023,8727.15,8727.15,2161.0119038349653,2161.0119038349653,6566.138096165035,6566.138096165035,,
BD WALL - Wayfinders,weekly,30/01/2023,107001.94,15285.99,22924.879279989796,3274.982448216651,84077.06072001021,12011.00755178335,,
BD WALL - Wayfinders,daily,31/01/2023,18567.56,18567.56,4597.688613713521,4597.688613713521,13969.87138628648,13969.87138628648,,
BD WALL - Wayfinders,daily,01/02/2023,27752.21,27752.21,6871.986406527648,6871.986406527648,20880.22359347235,20880.22359347235,,
BD WALL - Wayfinders,monthly,01/02/2023,387753.51,13848.34,83075.15178829763,2966.969783241817,304678.3582117024,10881.370216758183,,
BD WALL - Wayfinders,daily,02/02/2023,21266.95,21266.95,5266.110025410703,5266.110025410703,16000.839974589298,16000.839974589298,,
BD WALL - Wayfinders,daily,03/02/2023,10554.4,10554.4,2613.4745063205924,2613.4745063205924,7940.925493679408,7940.925493679408,,
BD WALL - Wayfinders,daily,04/02/2023,42149.65,42149.65,5224.576848468114,5224.576848468114,36925.07315153189,36925.07315153189,,
BD WALL - Wayfinders,daily,05/02/2023,29876.96,29876.96,3703.339731613617,3703.339731613617,26173.620268386385,26173.620268386385,,
BD WALL - Wayfinders,daily,06/02/2023,10593.29,10593.29,2623.104425932395,2623.104425932395,7970.185574067606,7970.185574067606,,
BD WALL - Wayfinders,weekly,06/02/2023,109114.89,15587.84,23377.57316268626,3339.653002887575,85737.31683731375,12248.186997112425,,
BD WALL - Wayfinders,daily,07/02/2023,19657,19657,4867.455125,4867.455125,14789.54487505269,14789.54487505269,,
BD WALL - Wayfinders,daily,08/02/2023,15959.17,15959.17,3951.8005700974386,3951.8005700974386,12007.369429902561,12007.369429902561,,
BD WALL - Wayfinders,daily,09/02/2023,25106.42,25106.42,6216.837396249663,6216.837396249663,18889.582603750336,18889.582603750336,,
BD WALL - Wayfinders,daily,10/02/2023,28200.62,28200.62,6983.021434892994,6983.021434892994,21217.598565107004,21217.598565107004,,
BD WALL - Wayfinders,daily,11/02/2023,19780.78,19780.78,2451.8876249895575,2451.8876249895575,17328.892375010444,17328.892375010444,,
BD WALL - Wayfinders,daily,12/02/2023,44076.51,44076.51,5463.416985,5463.416985,38613.09301534478,38613.09301534478,,
BD WALL - Wayfinders,daily,13/02/2023,7377.99,7377.99,1826.9336743811364,1826.9336743811364,5551.056325618863,5551.056325618863,,
BD WALL - Wayfinders,weekly,13/02/2023,90327.93,12903.99,19352.517261475525,2764.645323067932,70975.41273852448,10139.344676932069,,
BD WALL - Wayfinders,daily,14/02/2023,9662.2,9662.2,2392.5484513540164,2392.5484513540164,7269.651548645985,7269.651548645985,,
BD WALL - Wayfinders,daily,15/02/2023,10209.12,10209.12,2527.976469715729,2527.976469715729,7681.143530284272,7681.143530284272,,
BD WALL - Wayfinders,daily,16/02/2023,11272.57,11272.57,2791.3073519777836,2791.3073519777836,8481.262648022217,8481.262648022217,,
BD WALL - Wayfinders,daily,17/02/2023,20129.74,20129.74,4984.514734031483,4984.514734031483,15145.225265968518,15145.225265968518,,
BD WALL - Wayfinders,daily,18/02/2023,27897.86,27897.86,3458.0242891175767,3458.0242891175767,24439.835710882424,24439.835710882424,,
BD WALL - Wayfinders,daily,19/02/2023,12135.93,12135.93,1504.2853004148228,1504.2853004148228,10631.644699585178,10631.644699585178,,
BD WALL - Wayfinders,daily,20/02/2023,18126.52,18126.52,4488.478540543313,4488.478540543313,13638.041459456686,13638.041459456686,,
BD WALL - Wayfinders,weekly,20/02/2023,81260.14,11608.59,17409.767521739046,2487.109339895115,63850.37247826096,9121.480660104886,,
BD WALL - Wayfinders,daily,21/02/2023,3893.87,3893.87,964.1978678017286,964.1978678017286,2929.6721321982714,2929.6721321982714,,
BD WALL - Wayfinders,daily,22/02/2023,8588.62,8588.62,2126.7091842715045,2126.7091842715045,6461.910815728496,6461.910815728496,,
BD WALL - Wayfinders,daily,23/02/2023,6621.03,6621.03,1639.495671055089,1639.495671055089,4981.534328944911,4981.534328944911,,
BD WALL - Wayfinders,daily,24/02/2023,10020.06,10020.06,2481.16154,2481.16154,7538.89846,7538.89846,,
BD WALL - Wayfinders,daily,25/02/2023,10185.77,10185.77,1262.5570586190174,1262.5570586190174,8923.212941380983,8923.212941380983,,
BD WALL - Wayfinders,daily,26/02/2023,11365.95,11365.95,1408.8439460552142,1408.8439460552142,9957.106053944786,9957.106053944786,,
BD WALL - Wayfinders,daily,27/02/2023,9477.05,9477.05,2346.7017139890063,2346.7017139890063,7130.348286010993,7130.348286010993,,
BD WALL - Wayfinders,weekly,27/02/2023,95321.82,13617.4,20422.444829027558,2917.4915062972973,74899.37517097246,10699.908493702704,,
BD WALL - Wayfinders,daily,28/02/2023,17168.85,17168.85,4251.340841529816,4251.340841529816,12917.509158470182,12917.509158470182,,
BD WALL - Wayfinders,daily,01/03/2023,14826.63,14826.63,3671.361661453809,3671.361661453809,11155.26833854619,11155.26833854619,,
BD WALL - Wayfinders,monthly,01/03/2023,448699.69,14474.18,96132.70774547494,3101.0543283312686,352566.98225452506,11373.125671668733,,
BD WALL - Wayfinders,daily,02/03/2023,18313.08,18313.08,4534.6744213038655,4534.6744213038655,13778.405578696136,13778.405578696136,,
BD WALL - Wayfinders,daily,03/03/2023,8588.62,8588.62,2126.7091842715045,2126.7091842715045,6461.910815728496,6461.910815728496,,
BD WALL - Wayfinders,daily,04/03/2023,35072.54,35072.54,4347.347617381683,4347.347617381683,30725.19238261832,30725.19238261832,,
BD WALL - Wayfinders,daily,05/03/2023,14592.93,14592.93,1808.837896146606,1808.837896146606,12784.092103853394,12784.092103853394,,
BD WALL - Wayfinders,daily,06/03/2023,15450.53,15450.53,3825.8514234955564,3825.8514234955564,11624.678576504444,11624.678576504444,,
BD WALL - Wayfinders,weekly,06/03/2023,99546.96,14220.99,21327.66976645445,3046.809048433534,78219.29023354556,11174.180951566466,,
BD WALL - Wayfinders,daily,07/03/2023,32284.69,32284.69,7994.316518178519,7994.316518178519,24290.37348182148,24290.37348182148,,
BD WALL - Wayfinders,daily,08/03/2023,21061.61,21061.61,5215.263851764842,5215.263851764842,15846.346148235158,15846.346148235158,,
BD WALL - Wayfinders,daily,09/03/2023,25323.38,25323.38,6270.560908,6270.560908,19052.81909233412,19052.81909233412,,
BD WALL - Wayfinders,daily,10/03/2023,9865.73,9865.73,2442.9464338325492,2442.9464338325492,7422.783566167451,7422.783566167451,,
BD WALL - Wayfinders,daily,11/03/2023,17456.98,17456.98,2163.8455729091675,2163.8455729091675,15293.134427090832,15293.134427090832,,
BD WALL - Wayfinders,daily,12/03/2023,9534.44,9534.44,1181.8227313182513,1181.8227313182513,8352.617269,8352.617269,,
BD WALL - Wayfinders,daily,13/03/2023,13510.24,13510.24,3345.3979207034713,3345.3979207034713,10164.842079296528,10164.842079296528,,
BD WALL - Wayfinders,weekly,13/03/2023,103182.04,14740.29,22106.475928035306,3158.0676836517246,81075.56407196469,11582.222316348278,,
BD WALL - Wayfinders,daily,14/03/2023,30060.19,30060.19,7443.487097338854,7443.487097338854,22616.702902661145,22616.702902661145,,
BD WALL - Wayfinders,daily,15/03/2023,20418.24,20418.24,5055.952939431458,5055.952939431458,15362.287060568544,15362.287060568544,,
BD WALL - Wayfinders,daily,16/03/2023,9018.06,9018.06,2233.0468720599447,2233.0468720599447,6785.013127940055,6785.013127940055,,
