area,Interval,Date,Total Footfall,Average Footfall,Total Visiting,Average Visiting,Total Passing through,Average Passing through,,Event took place
BD WALL - Wayfinders,daily,17/09/2020,8294.2,8294.2,2053.8050718491113,2053.8050718491113,6240.394928150889,6240.394928150889,,
BD WALL - Wayfinders,daily,18/09/2020,5913.48,5913.48,1464.292543738791,1464.292543738791,4449.187456261208,4449.187456261208,,
BD WALL - Wayfinders,daily,19/09/2020,15486.53,15486.53,1919.6023241262242,1919.6023241262242,13566.927675873778,13566.927675873778,,
BD WALL - Wayfinders,daily,20/09/2020,3381.77,3381.77,419.18063966946374,419.18063966946374,2962.5893603305362,2962.5893603305362,,
BD WALL - Wayfinders,daily,21/09/2020,15940.17,15940.17,3947.0958009376486,3947.0958009376486,11993.074199062352,11993.074199062352,,
BD WALL - Wayfinders,weekly,21/09/2020,98212.08,14030.3,21041.675298940376,3005.954226,77170.40470105963,11024.34577373045,,
BD WALL - Wayfinders,daily,22/09/2020,6012.04,6012.04,1488.6979147066297,1488.6979147066297,4523.3420852933705,4523.3420852933705,,
BD WALL - Wayfinders,daily,23/09/2020,9289.7,9289.7,2300.310213879179,2300.310213879179,6989.389786120822,6989.389786120822,,
BD WALL - Wayfinders,daily,24/09/2020,11027.47,11027.47,2730.615829816488,2730.615829816488,8296.854170183511,8296.854170183511,,
BD WALL - Wayfinders,daily,25/09/2020,13085.46,13085.46,3240.214139456327,3240.214139456327,9845.245860543673,9845.245860543673,,
BD WALL - Wayfinders,daily,26/09/2020,8961.11,8961.11,1110.7567403899227,1110.7567403899227,7850.353259610079,7850.353259610079,,
BD WALL - Wayfinders,daily,27/09/2020,9816.57,9816.57,1216.7935997894795,1216.7935997894795,8599.776400210521,8599.776400210521,,
BD WALL - Wayfinders,daily,28/09/2020,17128.4,17128.4,4241.3246356080535,4241.3246356080535,12887.075364391949,12887.075364391949,,
BD WALL - Wayfinders,weekly,28/09/2020,104406.68,14915.24,22368.85177058028,3195.550253,82037.82822941971,11719.68974705996,,
BD WALL - Wayfinders,daily,29/09/2020,19127.49,19127.49,4736.338160852542,4736.338160852542,14391.15183914746,14391.15183914746,,
BD WALL - Wayfinders,daily,30/09/2020,7940.7,7940.7,1966.271603534064,1966.271603534064,5974.428396465935,5974.428396465935,,
BD WALL - Wayfinders,daily,01/10/2020,19120.22,19120.22,4734.537967600349,4734.537967600349,14385.682032399653,14385.682032399653,,
BD WALL - Wayfinders,monthly,01/10/2020,431444.26,13917.56,92435.77804799176,2981.7999829911005,339008.48195200827,10935.760017008899,,
BD WALL - Wayfinders,daily,02/10/2020,17601.3,17601.3,4358.423864,4358.423864,13242.87613619906,13242.87613619906,,
BD WALL - Wayfinders,daily,03/10/2020,10495.43,10495.43,1300.9403540175945,1300.9403540175945,9194.489645982407,9194.489645982407,,
BD WALL - Wayfinders,daily,04/10/2020,5395.78,5395.78,668.8232824573224,668.8232824573224,4726.956717542677,4726.956717542677,,
BD WALL - Wayfinders,daily,05/10/2020,16269.49,16269.49,4028.641831448288,4028.641831448288,12240.84816855171,12240.84816855171,,
BD WALL - Wayfinders,weekly,05/10/2020,104347.43,14906.78,22356.157616648685,3193.737721,81991.27238335132,11713.042279418802,,
BD WALL - Wayfinders,daily,06/10/2020,6128.37,6128.37,1517.503483,1517.503483,4610.866517,4610.866517,,
BD WALL - Wayfinders,daily,07/10/2020,12259.17,12259.17,3035.608681085634,3035.608681085634,9223.561318914366,9223.561318914366,,
BD WALL - Wayfinders,daily,08/10/2020,15218.47,15218.47,3768.3888586944536,3768.3888586944536,11450.081141305545,11450.081141305545,,
BD WALL - Wayfinders,daily,09/10/2020,16053.01,16053.01,3975.0371773582137,3975.0371773582137,12077.972822641786,12077.972822641786,,
BD WALL - Wayfinders,daily,10/10/2020,16381.63,16381.63,2030.5526816514657,2030.5526816514657,14351.077318348534,14351.077318348534,,
BD WALL - Wayfinders,daily,11/10/2020,17417.03,17417.03,2158.8936493440538,2158.8936493440538,15258.136350655946,15258.136350655946,,
BD WALL - Wayfinders,daily,12/10/2020,11628.99,11628.99,2879.563869026861,2879.563869026861,8749.426131,8749.426131,,
BD WALL - Wayfinders,weekly,12/10/2020,97260.33,13894.33,20837.765408570816,2976.8230176606203,76422.56459,10917.50698233938,,
BD WALL - Wayfinders,daily,13/10/2020,11595.19,11595.19,2871.194332311024,2871.194332311024,8723.995667688976,8723.995667688976,,
BD WALL - Wayfinders,daily,14/10/2020,9093.84,9093.84,2251.8114724246243,2251.8114724246243,6842.028527575376,6842.028527575376,,
BD WALL - Wayfinders,daily,15/10/2020,17789.44,17789.44,4405.010983260043,4405.010983260043,13384.429016739956,13384.429016739956,,
BD WALL - Wayfinders,daily,16/10/2020,8554.68,8554.68,2118.304980835542,2118.304980835542,6436.3750191644585,6436.3750191644585,,
BD WALL - Wayfinders,daily,17/10/2020,7515.05,7515.05,931.5132212267551,931.5132212267551,6583.536778773246,6583.536778773246,,
BD WALL - Wayfinders,daily,18/10/2020,14043.88,14043.88,1740.7814847967747,1740.7814847967747,12303.098515203224,12303.098515203224,,
BD WALL - Wayfinders,daily,19/10/2020,14264.61,14264.61,3532.194589707211,3532.194589707211,10732.41541029279,10732.41541029279,,
BD WALL - Wayfinders,weekly,19/10/2020,92588.39,13226.91,19836.814766896885,2833.8300688500585,72751.57523310313,10393.079931149941,,
BD WALL - Wayfinders,daily,20/10/2020,7711.09,7711.09,1909.4157063351452,1909.4157063351452,5801.674293664855,5801.674293664855,,
BD WALL - Wayfinders,daily,21/10/2020,12136.46,12136.46,3005.223300896272,3005.223300896272,9131.236699103727,9131.236699103727,,
BD WALL - Wayfinders,daily,22/10/2020,9706.26,9706.26,2403.4585634161404,2403.4585634161404,7302.801437,7302.801437,,
BD WALL - Wayfinders,daily,23/10/2020,18617.5,18617.5,4610.054728020885,4610.054728020885,14007.445271979115,14007.445271979115,,
BD WALL - Wayfinders,daily,24/10/2020,4624.64,4624.64,573.2381425824315,573.2381425824315,4051.4018574175693,4051.4018574175693,,
BD WALL - Wayfinders,daily,25/10/2020,4312.47,4312.47,534.5437250775104,534.5437250775104,3777.926275,3777.926275,,
BD WALL - Wayfinders,daily,26/10/2020,12287.81,12287.81,3042.7005015454442,3042.7005015454442,9245.109498454556,9245.109498454556,,
BD WALL - Wayfinders,weekly,26/10/2020,90723.44,12960.49,19437.254220487943,2776.7502968592435,71286.18577951206,10183.739703140756,,
BD WALL - Wayfinders,daily,27/10/2020,8676.87,8676.87,2148.5615989215835,2148.5615989215835,6528.308401078418,6528.308401078418,,
BD WALL - Wayfinders,daily,28/10/2020,4050.47,4050.47,1002.9750704555796,1002.9750704555796,3047.4949295444203,3047.4949295444203,,
BD WALL - Wayfinders,daily,29/10/2020,14115.22,14115.22,3495.202723139785,3495.202723139785,10620.017276860213,10620.017276860213,,
BD WALL - Wayfinders,daily,30/10/2020,15105.09,15105.09,3740.3137677819786,3740.3137677819786,11364.77623221802,11364.77623221802,,
BD WALL - Wayfinders,daily,31/10/2020,9657.16,9657.16,1197.0342472108862,1197.0342472108862,8460.125752789114,8460.125752789114,,
BD WALL - Wayfinders,daily,01/11/2020,8198.23,8198.23,1016.1954525462666,1016.1954525462666,7182.0345474537335,7182.0345474537335,,
BD WALL - Wayfinders,monthly,01/11/2020,349458.53,11648.62,74870.55481062019,2495.6856602644284,274587.9751893799,9152.934339735573,,
BD WALL - Wayfinders,daily,02/11/2020,10957.53,10957.53,2713.2973269198706,2713.2973269198706,8244.232673,8244.232673,,
BD WALL - Wayfinders,weekly,02/11/2020,87558,12508.29,18759.067172028343,2679.867657064008,68798.93282797166,9828.422342935994,,
BD WALL - Wayfinders,daily,03/11/2020,1873.73,1873.73,463.97195356705106,463.97195356705106,1409.758046432949,1409.758046432949,,
BD WALL - Wayfinders,daily,04/11/2020,12472.03,12472.03,3088.316952841054,3088.316952841054,9383.713047158946,9383.713047158946,,
BD WALL - Wayfinders,daily,05/11/2020,11228.79,11228.79,2780.466573355909,2780.466573355909,8448.323426644092,8448.323426644092,,
BD WALL - Wayfinders,daily,06/11/2020,12783.27,12783.27,3165.3860240670087,3165.3860240670087,9617.883975932991,9617.883975932991,,
BD WALL - Wayfinders,daily,07/11/2020,10876.05,10876.05,1348.1193564544812,1348.1193564544812,9527.930643545518,9527.930643545518,,
BD WALL - Wayfinders,daily,08/11/2020,7412.1,7412.1,918.7522567454417,918.7522567454417,6493.347743254559,6493.347743254559,,
BD WALL - Wayfinders,daily,09/11/2020,7047.23,7047.23,1745.0310718920703,1745.0310718920703,5302.1989281079295,5302.1989281079295,,
BD WALL - Wayfinders,weekly,09/11/2020,84094.26,12013.47,18016.97015,2573.853796330973,66077.28985,9439.616203669028,,
BD WALL - Wayfinders,daily,10/11/2020,9079.67,9079.67,2248.3027051091385,2248.3027051091385,6831.367294890862,6831.367294890862,,
BD WALL - Wayfinders,daily,11/11/2020,8298.94,8298.94,2054.978787944764,2054.978787944764,6243.9612120552365,6243.9612120552365,,
BD WALL - Wayfinders,daily,12/11/2020,2081.09,2081.09,515.3183184604262,515.3183184604262,1565.771681539574,1565.771681539574,,
BD WALL - Wayfinders,daily,13/11/2020,10617.18,10617.18,2629.0200541022577,2629.0200541022577,7988.159945897743,7988.159945897743,,
BD WALL - Wayfinders,daily,14/11/2020,6291.67,6291.67,779.8715628765927,779.8715628765927,5511.798437123408,5511.798437123408,,
BD WALL - Wayfinders,daily,15/11/2020,18438.82,18438.82,2285.5476162926816,2285.5476162926816,16153.272383707319,16153.272383707319,,
BD WALL - Wayfinders,daily,16/11/2020,6680.04,6680.04,1654.107694,1654.107694,5025.932306,5025.932306,,
BD WALL - Wayfinders,weekly,16/11/2020,82506.77,11786.68,17676.854662933063,2525.264645779975,64829.915337066945,9261.415354220026,,
BD WALL - Wayfinders,daily,17/11/2020,6339.62,6339.62,1569.8130874100048,1569.8130874100048,4769.806912589996,4769.806912589996,,
BD WALL - Wayfinders,daily,18/11/2020,18123.66,18123.66,4487.770349,4487.770349,13635.88965102495,13635.88965102495,,
BD WALL - Wayfinders,daily,19/11/2020,10329.53,10329.53,2557.7923252173264,2557.7923252173264,7771.737674782674,7771.737674782674,,
BD WALL - Wayfinders,daily,20/11/2020,8153.24,8153.24,2018.9006370720558,2018.9006370720558,6134.339362927944,6134.339362927944,,
BD WALL - Wayfinders,daily,21/11/2020,2691.96,2691.96,333.67659975829514,333.67659975829514,2358.283400241705,2358.283400241705,,
BD WALL - Wayfinders,daily,22/11/2020,10203.92,10203.92,1264.8068061210652,1264.8068061210652,8939.113193878935,8939.113193878935,,
BD WALL - Wayfinders,daily,23/11/2020,2173.52,2173.52,538.2057823256589,538.2057823256589,1635.314217674341,1635.314217674341,,
BD WALL - Wayfinders,weekly,23/11/2020,70525.42,10075.06,15109.882490640617,2158.554641520088,55415.53750935938,7916.505358479912,,
BD WALL - Wayfinders,daily,24/11/2020,2173.03,2173.03,538.0844488052222,538.0844488052222,1634.945551194778,1634.945551194778,,
BD WALL - Wayfinders,daily,25/11/2020,3541.99,3541.99,877.0655429624113,877.0655429624113,2664.9244570375886,2664.9244570375886,,
BD WALL - Wayfinders,daily,26/11/2020,7555.68,7555.68,1870.9331708023549,1870.9331708023549,5684.746829197646,5684.746829197646,,
BD WALL - Wayfinders,daily,27/11/2020,6272.24,6272.24,1553.1284902528114,1553.1284902528114,4719.111509747188,4719.111509747188,,
BD WALL - Wayfinders,daily,28/11/2020,2746.62,2746.62,340.45187240082635,340.45187240082635,2406.1681275991737,2406.1681275991737,,
BD WALL - Wayfinders,daily,29/11/2020,4987.24,4987.24,618.1835114112245,618.1835114112245,4369.056488588775,4369.056488588775,,
BD WALL - Wayfinders,daily,30/11/2020,13244.27,13244.27,3279.5385810492908,3279.5385810492908,9964.731419,9964.731419,,
BD WALL - Wayfinders,weekly,30/11/2020,83581.98,11940.28,17907.215527891563,2558.1730347064413,65674.76447210844,9382.106965,,
BD WALL - Wayfinders,daily,01/12/2020,8527.22,8527.22,2111.5053513024973,2111.5053513024973,6415.714648697502,6415.714648697502,,
BD WALL - Wayfinders,monthly,01/12/2020,348711.38,11248.75,74710.47992268784,2410.014582920508,274000.9000773122,8838.735417079493,,
BD WALL - Wayfinders,daily,02/12/2020,10001,10001,2476.4419140559617,2476.4419140559617,7524.558085944038,7524.558085944038,,
BD WALL - Wayfinders,daily,03/12/2020,15231.58,15231.58,3771.6351494147093,3771.6351494147093,11459.94485058529,11459.94485058529,,
BD WALL - Wayfinders,daily,04/12/2020,16416.29,16416.29,4064.9923636934054,4064.9923636934054,12351.297636306595,12351.297636306595,,
BD WALL - Wayfinders,daily,05/12/2020,8943.53,8943.53,1108.5776461152118,1108.5776461152118,7834.952353884789,7834.952353884789,,
BD WALL - Wayfinders,daily,06/12/2020,7383.05,7383.05,915.1514212118608,915.1514212118608,6467.898578788139,6467.898578788139,,
BD WALL - Wayfinders,daily,07/12/2020,13278.99,13278.99,3288.1359276402336,3288.1359276402336,9990.854072359765,9990.854072359765,,
BD WALL - Wayfinders,weekly,07/12/2020,79659.99,11380,17066.93966665646,2438.134544161385,62593.05033334355,8941.865455838615,,
BD WALL - Wayfinders,daily,08/12/2020,9437.5,9437.5,2336.908365553759,2336.908365553759,7100.591634446241,7100.591634446241,,
BD WALL - Wayfinders,daily,09/12/2020,7714.01,7714.01,1910.138755069176,1910.138755069176,5803.871244930824,5803.871244930824,,
BD WALL - Wayfinders,daily,10/12/2020,16880.13,16880.13,4179.848159855361,4179.848159855361,12700.28184014464,12700.28184014464,,
BD WALL - Wayfinders,daily,11/12/2020,9992.22,9992.22,2474.2678154652795,2474.2678154652795,7517.952185,7517.952185,,
BD WALL - Wayfinders,daily,12/12/2020,7436.23,7436.23,921.7432433693765,921.7432433693765,6514.486756630623,6514.486756630623,,
BD WALL - Wayfinders,daily,13/12/2020,6347.29,6347.29,786.7658304283233,786.7658304283233,5560.524169571677,5560.524169571677,,
BD WALL - Wayfinders,daily,14/12/2020,20750.26,20750.26,5138.167542401646,5138.167542401646,15612.092457598352,15612.092457598352,,
BD WALL - Wayfinders,weekly,14/12/2020,78786.58,11255.23,16879.81391162869,2411.402905578343,61906.76608837132,8843.827094421657,,
BD WALL - Wayfinders,daily,15/12/2020,3864.88,3864.88,957.0193805416064,957.0193805416064,2907.8606194583936,2907.8606194583936,,
BD WALL - Wayfinders,daily,16/12/2020,1974.76,1974.76,488.98894452566253,488.98894452566253,1485.7710554743373,1485.7710554743373,,
BD WALL - Wayfinders,daily,17/12/2020,16828.42,16828.42,4167.043759157847,4167.043759157847,12661.376240842152,12661.376240842152,,
BD WALL - Wayfinders,daily,18/12/2020,9557.87,9557.87,2366.714316278178,2366.714316278178,7191.155683721823,7191.155683721823,,
BD WALL - Wayfinders,daily,19/12/2020,10609.48,10609.48,1315.0771971365239,1315.0771971365239,9294.402802863477,9294.402802863477,,
BD WALL - Wayfinders,daily,20/12/2020,8580.24,8580.24,1063.5467496954316,1063.5467496954316,7516.693250304568,7516.693250304568,,
BD WALL - Wayfinders,daily,21/12/2020,5650.01,5650.01,1399.0522526582668,1399.0522526582668,4250.957747341734,4250.957747341734,,
BD WALL - Wayfinders,weekly,21/12/2020,78168.11,11166.87,16747.308369315204,2392.4720120526754,61420.80163,8774.397987947326,,
BD WALL - Wayfinders,daily,22/12/2020,9948.13,9948.13,2463.3502748202714,2463.3502748202714,7484.779725179727,7484.779725179727,,
BD WALL - Wayfinders,daily,23/12/2020,11454.42,11454.42,2836.3369452255665,2836.3369452255665,8618.083054774434,8618.083054774434,,
BD WALL - Wayfinders,daily,24/12/2020,10801.45,10801.45,2674.6488863693403,2674.6488863693403,8126.801114,8126.801114,,
BD WALL - Wayfinders,daily,25/12/2020,7807,7807,1933.1648858149078,1933.1648858149078,5873.835114185092,5873.835114185092,,
BD WALL - Wayfinders,daily,26/12/2020,3164.23,3164.23,392.2158974327962,392.2158974327962,2772.0141025672037,2772.0141025672037,,
BD WALL - Wayfinders,daily,27/12/2020,22353.63,22353.63,2770.800179295019,2770.800179295019,19582.829820704985,19582.829820704985,,
BD WALL - Wayfinders,daily,28/12/2020,8100.7,8100.7,2005.8907122480882,2005.8907122480882,6094.809287751912,6094.809287751912,,
BD WALL - Wayfinders,weekly,28/12/2020,73345.63,10477.95,15714.104935525449,2244.8727457817035,57631.52506447456,8233.077254218299,,
BD WALL - Wayfinders,daily,29/12/2020,7162.91,7162.91,1773.6756874923096,1773.6756874923096,5389.234313,5389.234313,,
BD WALL - Wayfinders,daily,30/12/2020,9042.81,9042.81,2239.175452939145,2239.175452939145,6803.634547060854,6803.634547060854,,
BD WALL - Wayfinders,daily,31/12/2020,5033.33,5033.33,1246.3503028972398,1246.3503028972398,3786.9796971027604,3786.9796971027604,,
BD WALL - Wayfinders,daily,01/01/2021,17578.73,17578.73,4352.835093277968,4352.835093277968,13225.894906722031,13225.894906722031,,
BD WALL - Wayfinders,monthly,01/01/2021,315809.73,10187.41,67661.38946355712,2182.625328342279,248148.34053644288,8004.784671657721,,
BD WALL - Wayfinders,daily,02/01/2021,2099.89,2099.89,260.2877290399732,260.2877290399732,1839.6022709600268,1839.6022709600268,,
BD WALL - Wayfinders,daily,03/01/2021,7842.94,7842.94,972.1561803698135,972.1561803698135,6870.783819630186,6870.783819630186,,
BD WALL - Wayfinders,daily,04/01/2021,15124.62,15124.62,3745.1497752393843,3745.1497752393843,11379.470224760616,11379.470224760616,,
BD WALL - Wayfinders,weekly,04/01/2021,72007.71,10286.82,15427.459156147208,2203.923654795274,56580.25084,8082.8963452047265,,
BD WALL - Wayfinders,daily,05/01/2021,10409.17,10409.17,2577.5127365797316,2577.5127365797316,7831.6572634202685,7831.6572634202685,,
BD WALL - Wayfinders,daily,06/01/2021,2089.93,2089.93,517.5072742168759,517.5072742168759,1572.422725783124,1572.422725783124,,
BD WALL - Wayfinders,daily,07/01/2021,7258.86,7258.86,1797.434771749251,1797.434771749251,5461.425228250749,5461.425228250749,,
BD WALL - Wayfinders,daily,08/01/2021,4413.4,4413.4,1092.8435899904591,1092.8435899904591,3320.5564100095407,3320.5564100095407,,
BD WALL - Wayfinders,daily,09/01/2021,7246.65,7246.65,898.2442278631366,898.2442278631366,6348.405772136864,6348.405772136864,,
BD WALL - Wayfinders,daily,10/01/2021,8410.99,8410.99,1042.5676992975464,1042.5676992975464,7368.422300702454,7368.422300702454,,
BD WALL - Wayfinders,daily,11/01/2021,14843.24,14843.24,3675.4746201771836,3675.4746201771836,11167.765379822817,11167.765379822817,,
BD WALL - Wayfinders,weekly,11/01/2021,76022.53,10860.36,16287.623596445099,2326.803064853123,59734.9064,8533.556935146878,,
BD WALL - Wayfinders,daily,12/01/2021,3936.28,3936.28,974.6994078052397,974.6994078052397,2961.5805921947604,2961.5805921947604,,
BD WALL - Wayfinders,daily,13/01/2021,15657.92,15657.92,3877.2052169718154,3877.2052169718154,11780.714783028185,11780.714783028185,,
BD WALL - Wayfinders,daily,14/01/2021,13416.3,13416.3,3322.136551,3322.136551,10094.163448500249,10094.163448500249,,
BD WALL - Wayfinders,daily,15/01/2021,8889.15,8889.15,2201.1262514079144,2201.1262514079144,6688.023748592085,6688.023748592085,,
BD WALL - Wayfinders,daily,16/01/2021,10405.45,10405.45,1289.7870603407748,1289.7870603407748,9115.662939659227,9115.662939659227,,
BD WALL - Wayfinders,daily,17/01/2021,4053.32,4053.32,502.42129724523875,502.42129724523875,3550.8987027547614,3550.8987027547614,,
BD WALL - Wayfinders,daily,18/01/2021,5836.47,5836.47,1445.2233714758725,1445.2233714758725,4391.246628524128,4391.246628524128,,
BD WALL - Wayfinders,weekly,18/01/2021,67910.16,9701.45,14549.570034756303,2078.509698897581,53360.58996524371,7622.940301102421,,
BD WALL - Wayfinders,daily,19/01/2021,4194.44,4194.44,1038.6248397153172,1038.6248397153172,3155.8151602846824,3155.8151602846824,,
BD WALL - Wayfinders,daily,20/01/2021,9661.4,9661.4,2392.3503558104458,2392.3503558104458,7269.049644189554,7269.049644189554,,
BD WALL - Wayfinders,daily,21/01/2021,6446.17,6446.17,1596.196938,1596.196938,4849.973062,4849.973062,,
BD WALL - Wayfinders,daily,22/01/2021,6950.33,6950.33,1721.0367491771397,1721.0367491771397,5229.2932508228605,5229.2932508228605,,
BD WALL - Wayfinders,daily,23/01/2021,10771.12,10771.12,1335.1129649729446,1335.1129649729446,9436.007035027056,9436.007035027056,,
BD WALL - Wayfinders,daily,24/01/2021,2989.41,2989.41,370.5464286554945,370.5464286554945,2618.8635713445055,2618.8635713445055,,
BD WALL - Wayfinders,daily,25/01/2021,1637.06,1637.06,405.36786319612565,405.36786319612565,1231.6921368038743,1231.6921368038743,,
BD WALL - Wayfinders,weekly,25/01/2021,67591.09,9655.87,14481.210141170575,2068.744305881511,53109.87985882942,7587.125694,,
BD WALL - Wayfinders,daily,26/01/2021,7554.85,7554.85,1870.7276466759008,1870.7276466759008,5684.122353324099,5684.122353324099,,
BD WALL - Wayfinders,daily,27/01/2021,7856.7,7856.7,1945.4715714592016,1945.4715714592016,5911.228428540799,5911.228428540799,,
BD WALL - Wayfinders,daily,28/01/2021,8588.62,8588.62,2126.7091842715045,2126.7091842715045,6461.910815728496,6461.910815728496,,
BD WALL - Wayfinders,daily,29/01/2021,8274.07,8274.07,2048.8204927340275,2048.8204927340275,6225.249507265972,6225.249507265972,,
BD WALL - Wayfinders,daily,30/01/2021,8050.17,8050.17,997.8429668628935,997.8429668628935,7052.327033137107,7052.327033137107,,
BD WALL - Wayfinders,daily,31/01/2021,5578.18,5578.18,691.4323152051765,691.4323152051765,4886.747684794824,4886.747684794824,,
BD WALL - Wayfinders,daily,01/02/2021,9889.43,9889.43,2448.815014310814,2448.815014310814,7440.614985689186,7440.614985689186,,
BD WALL - Wayfinders,weekly,01/02/2021,74132.11,10590.3,15882.606170700497,2268.943432603894,58249.50382929951,8321.356567396106,,
BD WALL - Wayfinders,monthly,01/02/2021,299464.35,10695.16,64159.43554304353,2291.4094069712723,235304.91445695647,8403.750593028728,,
BD WALL - Wayfinders,daily,02/02/2021,5695.61,5695.61,1410.3436986417635,1410.3436986417635,4285.266301358236,4285.266301358236,,
BD WALL - Wayfinders,daily,03/02/2021,9720.08,9720.08,2406.8806639313143,2406.8806639313143,7313.199336068686,7313.199336068686,,
BD WALL - Wayfinders,daily,04/02/2021,9371,9371,2320.4416734944925,2320.4416734944925,7050.5583265055075,7050.5583265055075,,
BD WALL - Wayfinders,daily,05/02/2021,16177.19,16177.19,4005.786558108886,4005.786558108886,12171.403441891114,12171.403441891114,,
BD WALL - Wayfinders,daily,06/02/2021,7836.05,7836.05,971.3021439902482,971.3021439902482,6864.7478560097525,6864.7478560097525,,
BD WALL - Wayfinders,daily,07/02/2021,12882.94,12882.94,1596.879453665779,1596.879453665779,11286.060546334222,11286.060546334222,,
BD WALL - Wayfinders,daily,08/02/2021,15378.23,15378.23,3807.948538745407,3807.948538745407,11570.281461254594,11570.281461254594,,
BD WALL - Wayfinders,weekly,08/02/2021,77639.34,11091.33,16634.020811941195,2376.2877692173547,61005.319188058806,8715.042230782647,,
BD WALL - Wayfinders,daily,09/02/2021,8853.25,8853.25,2192.2367138902055,2192.2367138902055,6661.0132861097945,6661.0132861097945,,
BD WALL - Wayfinders,daily,10/02/2021,15030.09,15030.09,3721.742311,3721.742311,11308.347689427721,11308.347689427721,,
BD WALL - Wayfinders,daily,11/02/2021,16869.06,16869.06,4177.107012771209,4177.107012771209,12691.952987228791,12691.952987228791,,
BD WALL - Wayfinders,daily,12/02/2021,15169.21,15169.21,3756.1911255991236,3756.1911255991236,11413.018874400876,11413.018874400876,,
BD WALL - Wayfinders,daily,13/02/2021,2540.3,2540.3,314.87788316542486,314.87788316542486,2225.4221168345753,2225.4221168345753,,
BD WALL - Wayfinders,daily,14/02/2021,9139.37,9139.37,1132.852607591855,1132.852607591855,8006.517392408146,8006.517392408146,,
BD WALL - Wayfinders,daily,15/02/2021,8014.17,8014.17,1984.4642030166851,1984.4642030166851,6029.705796983315,6029.705796983315,,
BD WALL - Wayfinders,weekly,15/02/2021,73835.89,10547.98,15819.141828462229,2259.8764858632167,58016.74817153777,8288.103514136783,,
BD WALL - Wayfinders,daily,16/02/2021,12573.19,12573.19,3113.3661343254953,3113.3661343254953,9459.823865674505,9459.823865674505,,
BD WALL - Wayfinders,daily,17/02/2021,4057.03,4057.03,1004.5994539128546,1004.5994539128546,3052.4305460871456,3052.4305460871456,,
BD WALL - Wayfinders,daily,18/02/2021,16498.58,16498.58,4085.3689665438874,4085.3689665438874,12413.211033456115,12413.211033456115,,
BD WALL - Wayfinders,daily,19/02/2021,16311.42,16311.42,4039.0245141256573,4039.0245141256573,12272.395485874344,12272.395485874344,,
BD WALL - Wayfinders,daily,20/02/2021,11214.35,11214.35,1390.052666644169,1390.052666644169,9824.297333355831,9824.297333355831,,
BD WALL - Wayfinders,daily,21/02/2021,2909.05,2909.05,360.58556313127553,360.58556313127553,2548.464436868725,2548.464436868725,,
BD WALL - Wayfinders,daily,22/02/2021,11715.5,11715.5,2900.985425869675,2900.985425869675,8814.514574130324,8814.514574130324,,
BD WALL - Wayfinders,weekly,22/02/2021,73857.02,10551,15823.668874412857,2260.5235127809115,58033.35112558715,8290.476487,,
BD WALL - Wayfinders,daily,23/02/2021,17286.89,17286.89,4280.569838983588,4280.569838983588,13006.32016101641,13006.32016101641,,
BD WALL - Wayfinders,daily,24/02/2021,2383.63,2383.63,590.2331006500563,590.2331006500563,1793.3968993499439,1793.3968993499439,,
BD WALL - Wayfinders,daily,25/02/2021,23488.83,23488.83,5816.290683345176,5816.290683345176,17672.539316654827,17672.539316654827,,
BD WALL - Wayfinders,daily,26/02/2021,9873.67,9873.67,2444.9125321024826,2444.9125321024826,7428.757467897517,7428.757467897517,,
BD WALL - Wayfinders,daily,27/02/2021,4831.1,4831.1,598.8294852420911,598.8294852420911,4232.270514757909,4232.270514757909,,
BD WALL - Wayfinders,daily,28/02/2021,2103.53,2103.53,260.7389181,260.7389181,1842.7910819293133,1842.7910819293133,,
BD WALL - Wayfinders,daily,01/03/2021,13309.14,13309.14,3295.6016534385326,3295.6016534385326,10013.538346561467,10013.538346561467,,
BD WALL - Wayfinders,weekly,01/03/2021,77708.57,11101.22,16648.853154163717,2378.406675249143,61059.716845836294,8722.813324750858,,
BD WALL - Wayfinders,monthly,01/03/2021,338323.09,10913.65,72484.81659195267,2338.220304735228,265838.2734080474,8575.429695264771,,
BD WALL - Wayfinders,daily,02/03/2021,10821.67,10821.67,2679.6557512330746,2679.6557512330746,8142.014248766925,8142.014248766925,,
BD WALL - Wayfinders,daily,03/03/2021,10455.72,10455.72,2589.039421021218,2589.039421021218,7866.680578978781,7866.680578978781,,
BD WALL - Wayfinders,daily,04/03/2021,18360.88,18360.88,4546.5106300321795,4546.5106300321795,13814.36936996782,13814.36936996782,,
BD WALL - Wayfinders,daily,05/03/2021,15524.04,15524.04,3844.053927755356,3844.053927755356,11679.986072244645,11679.986072244645,,
BD WALL - Wayfinders,daily,06/03/2021,9750.98,9750.98,1208.6635205245027,1208.6635205245027,8542.316479475498,8542.316479475498,,
BD WALL - Wayfinders,daily,07/03/2021,6365.69,6365.69,789.0465661879751,789.0465661879751,5576.643433812024,5576.643433812024,,
BD WALL - Wayfinders,daily,08/03/2021,7446.1,7446.1,1843.7990337218378,1843.7990337218378,5602.300966278162,5602.300966278162,,
BD WALL - Wayfinders,weekly,08/03/2021,80046.63,11435.23,17149.77625,2449.967423851546,62896.85374809271,8985.262576148454,,
BD WALL - Wayfinders,daily,09/03/2021,17957.7,17957.7,4446.675428461429,4446.675428461429,13511.024571538572,13511.024571538572,,
