area,Interval,Date,Total Footfall,Average Footfall,Total Visiting,Average Visiting,Total Passing through,Average Passing through,
Baildon,daily,18/06/2022,3560.85,3560.85,2288.960255,2288.960255,1271.889745,1271.889745,
Baildon,daily,19/06/2022,7474.2,7474.2,4804.512052,4804.512052,2669.687948,2669.687948,
Baildon,daily,20/06/2022,11272.57,11272.57,7246.153223,7246.153223,4026.416777,4026.416777,
Baildon,daily,20/06/2022,2331.46,2331.46,1498.692525,1498.692525,832.7674752,832.7674752,
Baildon,daily,21/06/2022,10821.67,10821.67,9462.354356,9462.354356,1359.315644,1359.315644,
Baildon,daily,22/06/2022,11512.41,11512.41,10066.33014,10066.33014,1446.079858,1446.079858,
Baildon,daily,23/06/2022,9662.2,9662.2,6210.98664,6210.98664,3451.21336,3451.21336,
Baildon,daily,24/06/2022,8588.62,8588.62,5520.875585,5520.875585,3067.744415,3067.744415,
Baildon,daily,25/06/2022,5584.2,5584.2,3589.595703,3589.595703,1994.604297,1994.604297,
Baildon,daily,26/06/2022,2331.46,2331.46,1498.692525,1498.692525,832.7674752,832.7674752,
Baildon,daily,27/06/2022,11042.52,11042.52,9655.463271,9655.463271,1387.056729,1387.056729,
Baildon,daily,27/06/2022,5847.05,5847.05,5112.598983,5112.598983,734.4510171,734.4510171,
Baildon,daily,28/06/2022,18658.05,18658.05,11993.63492,11993.63492,6664.415084,6664.415084,
Baildon,daily,29/06/2022,6614.05,6614.05,4251.59655,4251.59655,2362.45345,2362.45345,
Baildon,daily,30/06/2022,4340.07,4340.07,2789.85291,2789.85291,1550.21709,1550.21709,
Baildon,daily,01/07/2022,2719.14,2719.14,1747.898223,1747.898223,971.2417767,971.2417767,
Baildon,daily,01/07/2022,8226.68,8226.68,7193.322411,7193.322411,1033.357589,1033.357589,
Baildon,daily,02/07/2022,12297.35,12297.35,10752.67342,10752.67342,1544.676583,1544.676583,
Baildon,daily,03/07/2022,27366.05,27366.05,17591.2495,17591.2495,9774.800497,9774.800497,
Baildon,daily,04/07/2022,19324.4,19324.4,12421.97328,12421.97328,6902.426719,6902.426719,
Baildon,daily,04/07/2022,5602.38,5602.38,3601.282041,3601.282041,2001.097959,2001.097959,
Baildon,daily,05/07/2022,2719.14,2719.14,1747.898223,1747.898223,971.2417767,971.2417767,
Baildon,daily,06/07/2022,8903.03,8903.03,7784.715732,7784.715732,1118.314268,1118.314268,
Baildon,daily,07/07/2022,9131.86,9131.86,7984.802276,7984.802276,1147.057724,1147.057724,
Baildon,daily,08/07/2022,1610.37,1610.37,1035.166583,1035.166583,575.2034172,575.2034172,
Baildon,daily,09/07/2022,18244.03,18244.03,11727.49753,11727.49753,6516.532474,6516.532474,
Baildon,daily,10/07/2022,6614.05,6614.05,4251.59655,4251.59655,2362.45345,2362.45345,
Baildon,daily,11/07/2022,7860.34,7860.34,5052.727819,5052.727819,2807.612181,2807.612181,
Baildon,daily,11/07/2022,1610.37,1610.37,1035.166583,1035.166583,575.2034172,575.2034172,
Baildon,daily,12/07/2022,11042.52,11042.52,9655.463271,9655.463271,1387.056729,1387.056729,
Baildon,daily,13/07/2022,10819.68,10819.68,9460.614321,9460.614321,1359.065679,1359.065679,
Baildon,daily,14/07/2022,1610.37,1610.37,1035.166583,1035.166583,575.2034172,575.2034172,
Baildon,daily,15/07/2022,63106.91,63106.91,40565.93477,40565.93477,22540.97523,22540.97523,
Baildon,daily,16/07/2022,11512.41,11512.41,7400.325465,7400.325465,4112.084535,4112.084535,
Baildon,daily,17/07/2022,10209.12,10209.12,6562.553863,6562.553863,3646.566137,3646.566137,
Baildon,daily,18/07/2022,1610.37,1610.37,1035.166583,1035.166583,575.2034172,575.2034172,
Baildon,daily,18/07/2022,13527.08,13527.08,11827.93639,11827.93639,1699.143613,1699.143613,
Baildon,daily,19/07/2022,17454.3,17454.3,15261.85622,15261.85622,2192.443777,2192.443777,
Baildon,daily,20/07/2022,1610.37,1610.37,1035.166583,1035.166583,575.2034172,575.2034172,
Baildon,daily,21/07/2022,13581.74,13581.74,8730.517449,8730.517449,4851.222551,4851.222551,
Baildon,daily,22/07/2022,7018.21,7018.21,4511.395805,4511.395805,2506.814195,2506.814195,
Baildon,daily,23/07/2022,9632.5,9632.5,6191.895098,6191.895098,3440.604902,3440.604902,
Baildon,daily,24/07/2022,12882.94,12882.94,8281.319806,8281.319806,4601.620194,4601.620194,
Baildon,daily,25/07/2022,26660.97,26660.97,23312.07158,23312.07158,3348.898424,3348.898424,
Baildon,daily,25/07/2022,13527.08,13527.08,11827.93639,11827.93639,1699.143613,1699.143613,
Baildon,daily,27/07/2022,1610.37,1610.37,1035.166583,1035.166583,575.2034172,575.2034172,
Baildon,daily,28/07/2022,7888.36,7888.36,5070.739436,5070.739436,2817.620564,2817.620564,
Baildon,daily,29/07/2022,7324.95,7324.95,4708.572229,4708.572229,2616.377771,2616.377771,
Baildon,daily,30/07/2022,9492.69,9492.69,6102.023429,6102.023429,3390.666571,3390.666571,
Baildon,daily,31/07/2022,1610.37,1610.37,1035.166583,1035.166583,575.2034172,575.2034172,
Baildon,daily,01/08/2022,21167.04,21167.04,18508.237,18508.237,2658.802996,2658.802996,
Baildon,daily,01/08/2022,8576.17,8576.17,7498.912788,7498.912788,1077.257212,1077.257212,
Baildon,daily,01/08/2022,12882.94,12882.94,8281.319806,8281.319806,4601.620194,4601.620194,
Baildon,daily,03/08/2022,9461.28,9461.28,6081.832676,6081.832676,3379.447324,3379.447324,
Baildon,daily,07/08/2022,10407.33,10407.33,6689.965804,6689.965804,3717.364196,3717.364196,
Baildon,daily,08/08/2022,10967.84,10967.84,7050.268853,7050.268853,3917.571147,3917.571147,
Baildon,daily,08/08/2022,1610.37,1610.37,1035.166583,1035.166583,575.2034172,575.2034172,
Baildon,daily,10/08/2022,11512.41,11512.41,10066.33014,10066.33014,1446.079858,1446.079858,
Baildon,daily,14/08/2022,10949.34,10949.34,9573.98766,9573.98766,1375.35234,1375.35234,
Baildon,daily,15/08/2022,5897.66,5897.66,3791.091829,3791.091829,2106.568171,2106.568171,
Baildon,daily,15/08/2022,9461.28,9461.28,6081.832676,6081.832676,3379.447324,3379.447324,
Baildon,daily,17/08/2022,6727.85,6727.85,4324.748656,4324.748656,2403.101344,2403.101344,
Baildon,daily,19/08/2022,10719.89,10719.89,6890.883399,6890.883399,3829.006601,3829.006601,
Baildon,daily,21/08/2022,1610.37,1610.37,1035.166583,1035.166583,575.2034172,575.2034172,
Baildon,daily,22/08/2022,21226.76,21226.76,18560.45554,18560.45554,2666.304456,2666.304456,
Baildon,daily,22/08/2022,8040.29,8040.29,7030.344956,7030.344956,1009.945044,1009.945044,
Baildon,daily,24/08/2022,7863.55,7863.55,5054.791248,5054.791248,2808.758752,2808.758752,
Baildon,daily,26/08/2022,1572.92,1572.92,1011.09324,1011.09324,561.8267597,561.8267597,
Baildon,daily,27/08/2022,22085.03,22085.03,14196.54181,14196.54181,7888.488189,7888.488189,
Baildon,daily,28/08/2022,23398.29,23398.29,15040.72226,15040.72226,8357.567742,8357.567742,
Baildon,daily,29/08/2022,3022.09,3022.09,1942.638386,1942.638386,1079.451614,1079.451614,
Baildon,daily,31/08/2022,41584.36,41584.36,36360.92673,36360.92673,5223.433269,5223.433269,
Baildon,daily,01/09/2022,20475.62,20475.62,17903.66663,17903.66663,2571.953367,2571.953367,
Baildon,daily,02/09/2022,7863.55,7863.55,5054.791248,5054.791248,2808.758752,2808.758752,
Baildon,daily,03/09/2022,3631.37,3631.37,2334.29142,2334.29142,1297.07858,1297.07858,
Baildon,daily,04/09/2022,10727.34,10727.34,6895.672355,6895.672355,3831.667645,3831.667645,
Baildon,daily,05/09/2022,12648.99,12648.99,8130.933732,8130.933732,4518.056268,4518.056268,
Baildon,daily,05/09/2022,3001.79,3001.79,1929.589285,1929.589285,1072.200715,1072.200715,
Baildon,daily,07/09/2022,22258.03,22258.03,19462.18718,19462.18718,2795.842822,2795.842822,
Baildon,daily,09/09/2022,14239.04,14239.04,12450.46672,12450.46672,1788.573282,1788.573282,
Baildon,daily,10/09/2022,22785.94,22785.94,14647.09579,14647.09579,8138.844211,8138.844211,
Baildon,daily,11/09/2022,12583.33,12583.33,8088.726638,8088.726638,4494.603362,4494.603362,
Baildon,daily,12/09/2022,13542.5,13542.5,8705.293471,8705.293471,4837.206529,4837.206529,
Baildon,daily,12/09/2022,16409.95,16409.95,10548.52727,10548.52727,5861.422727,5861.422727,
Baildon,daily,14/09/2022,4410.86,4410.86,2835.357634,2835.357634,1575.502366,1575.502366,
Baildon,daily,16/09/2022,12882.94,12882.94,11264.70715,11264.70715,1618.23285,1618.23285,
Baildon,daily,17/09/2022,9404.3,9404.3,8223.020945,8223.020945,1181.279055,1181.279055,
Baildon,daily,18/09/2022,11512.41,11512.41,7400.325465,7400.325465,4112.084535,4112.084535,
Baildon,daily,19/09/2022,3631.37,3631.37,2334.29142,2334.29142,1297.07858,1297.07858,
Baildon,daily,19/09/2022,10095.98,10095.98,6489.826013,6489.826013,3606.153987,3606.153987,
Baildon,daily,21/09/2022,9837.88,9837.88,6323.916008,6323.916008,3513.963992,3513.963992,
Baildon,daily,22/09/2022,5881.15,5881.15,3780.478988,3780.478988,2100.671012,2100.671012,
Baildon,daily,23/09/2022,24613.61,24613.61,21521.88154,21521.88154,3091.728461,3091.728461,
Baildon,daily,24/09/2022,9404.3,9404.3,8223.020945,8223.020945,1181.279055,1181.279055,
Baildon,daily,25/09/2022,18363.28,18363.28,11804.15296,11804.15296,6559.127037,6559.127037,
Baildon,daily,26/09/2022,3631.37,3631.37,2334.29142,2334.29142,1297.07858,1297.07858,
Baildon,daily,26/09/2022,22727.02,22727.02,14609.22125,14609.22125,8117.798746,8117.798746,
Baildon,daily,28/09/2022,8816.47,8816.47,5667.340501,5667.340501,3149.129499,3149.129499,
Baildon,daily,29/09/2022,11293.82,11293.82,7259.812997,7259.812997,4034.007003,4034.007003,
Baildon,daily,30/09/2022,8430.87,8430.87,7371.863998,7371.863998,1059.006002,1059.006002,
Baildon,daily,01/10/2022,7053.22,7053.22,6167.261337,6167.261337,885.9586634,885.9586634,
Baildon,daily,01/10/2022,29213.31,29213.31,18778.69203,18778.69203,10434.61797,10434.61797,
Baildon,daily,02/10/2022,16467.62,16467.62,10585.59829,10585.59829,5882.021708,5882.021708,
Baildon,daily,03/10/2022,12967.37,12967.37,8335.592498,8335.592498,4631.777502,4631.777502,
Baildon,daily,03/10/2022,7173.45,7173.45,4611.186077,4611.186077,2562.263923,2562.263923,
Baildon,daily,05/10/2022,12720.52,12720.52,8176.914137,8176.914137,4543.605863,4543.605863,
Baildon,daily,06/10/2022,10405.45,10405.45,9098.415968,9098.415968,1307.034032,1307.034032,
Baildon,daily,07/10/2022,21711.13,21711.13,18983.98357,18983.98357,2727.146426,2727.146426,
Baildon,daily,08/10/2022,9857.5,9857.5,6336.527997,6336.527997,3520.972003,3520.972003,
Baildon,daily,09/10/2022,3631.37,3631.37,2334.29142,2334.29142,1297.07858,1297.07858,
Baildon,daily,10/10/2022,19324.4,19324.4,12421.97328,12421.97328,6902.426719,6902.426719,
Baildon,daily,10/10/2022,9018.06,9018.06,5796.92515,5796.92515,3221.13485,3221.13485,
Baildon,daily,11/10/2022,11272.57,11272.57,7246.153223,7246.153223,4026.416777,4026.416777,
Baildon,daily,12/10/2022,12371.25,12371.25,10817.2908,10817.2908,1553.959201,1553.959201,
Baildon,daily,13/10/2022,4404.78,4404.78,3851.493274,3851.493274,553.2867259,553.2867259,
Baildon,daily,14/10/2022,14286.19,14286.19,9183.346984,9183.346984,5102.843016,5102.843016,
Baildon,daily,15/10/2022,2058.45,2058.45,1323.19818,1323.19818,735.2518205,735.2518205,
Baildon,daily,16/10/2022,6630.07,6630.07,4261.894413,4261.894413,2368.175587,2368.175587,
Baildon,daily,17/10/2022,9837.88,9837.88,6323.916008,6323.916008,3513.963992,3513.963992,
Baildon,daily,17/10/2022,11237.24,11237.24,7223.442644,7223.442644,4013.797356,4013.797356,
Baildon,daily,18/10/2022,8363.58,8363.58,7313.02633,7313.02633,1050.55367,1050.55367,
Baildon,daily,19/10/2022,4404.78,4404.78,3851.493274,3851.493274,553.2867259,553.2867259,
Baildon,daily,20/10/2022,11042.52,11042.52,7098.274119,7098.274119,3944.245881,3944.245881,
Baildon,daily,21/10/2022,2058.45,2058.45,1323.19818,1323.19818,735.2518205,735.2518205,
Baildon,daily,22/10/2022,5337.14,5337.14,3430.782352,3430.782352,1906.357648,1906.357648,
Baildon,daily,23/10/2022,5894.08,5894.08,3788.790559,3788.790559,2105.289441,2105.289441,
Baildon,daily,24/10/2022,10346.38,10346.38,6650.786359,6650.786359,3695.593641,3695.593641,
Baildon,daily,24/10/2022,6780.14,6780.14,5928.483059,5928.483059,851.6569413,851.6569413,
Baildon,daily,25/10/2022,4404.78,4404.78,3851.493274,3851.493274,553.2867259,553.2867259,
Baildon,daily,26/10/2022,10209.12,10209.12,6562.553863,6562.553863,3646.566137,3646.566137,
Baildon,daily,27/10/2022,3224.58,3224.58,2072.801567,2072.801567,1151.778433,1151.778433,
Baildon,daily,28/10/2022,2842.53,2842.53,1827.214905,1827.214905,1015.315095,1015.315095,
Baildon,daily,29/10/2022,4720.37,4720.37,3034.31465,3034.31465,1686.05535,1686.05535,
Baildon,daily,30/10/2022,10609.48,10609.48,6819.910428,6819.910428,3789.569572,3789.569572,
Baildon,daily,31/10/2022,33817.71,33817.71,29569.84971,29569.84971,4247.860289,4247.860289,
Baildon,daily,31/10/2022,13527.08,13527.08,11827.93639,11827.93639,1699.143613,1699.143613,
Baildon,daily,01/11/2022,4834.76,4834.76,3107.846015,3107.846015,1726.913985,1726.913985,
Baildon,daily,01/11/2022,1166.13,1166.13,749.6033875,749.6033875,416.5266125,416.5266125,
Baildon,daily,02/11/2022,4002.86,4002.86,2573.089978,2573.089978,1429.770022,1429.770022,
Baildon,daily,03/11/2022,4513.02,4513.02,2901.027398,2901.027398,1611.992602,1611.992602,
Baildon,daily,04/11/2022,15914.22,15914.22,10229.86564,10229.86564,5684.354357,5684.354357,
Baildon,daily,05/11/2022,6114.27,6114.27,5346.253339,5346.253339,768.0166614,768.0166614,
Baildon,daily,06/11/2022,2967.03,2967.03,2594.339806,2594.339806,372.6901944,372.6901944,
Baildon,daily,07/11/2022,4834.76,4834.76,3107.846015,3107.846015,1726.913985,1726.913985,
Baildon,daily,07/11/2022,1166.13,1166.13,749.6033875,749.6033875,416.5266125,416.5266125,
Baildon,daily,08/11/2022,11512.41,11512.41,7400.325465,7400.325465,4112.084535,4112.084535,
Baildon,daily,09/11/2022,3384.76,3384.76,2175.767335,2175.767335,1208.992665,1208.992665,
Baildon,daily,10/11/2022,13117.75,13117.75,8432.258699,8432.258699,4685.491301,4685.491301,
Baildon,daily,11/11/2022,8152.37,8152.37,7128.346529,7128.346529,1024.023471,1024.023471,
Baildon,daily,12/11/2022,3927.86,3927.86,3434.479445,3434.479445,493.3805546,493.3805546,
Baildon,daily,13/11/2022,4522.82,4522.82,2907.326965,2907.326965,1615.493035,1615.493035,
Baildon,daily,14/11/2022,2009.01,2009.01,1291.417511,1291.417511,717.5924894,717.5924894,
Baildon,daily,14/11/2022,3120.55,3120.55,2005.929743,2005.929743,1114.620257,1114.620257,
Baildon,daily,15/11/2022,11500.66,11500.66,7392.772414,7392.772414,4107.887586,4107.887586,
Baildon,daily,16/11/2022,14876.68,14876.68,9562.921564,9562.921564,5313.758436,5313.758436,
Baildon,daily,17/11/2022,6051.87,6051.87,5291.691435,5291.691435,760.1785647,760.1785647,
Baildon,daily,18/11/2022,5237.14,5237.14,4579.300098,4579.300098,657.8399021,657.8399021,
Baildon,daily,19/11/2022,7756.91,7756.91,4986.241682,4986.241682,2770.668318,2770.668318,
Baildon,daily,20/11/2022,9329.02,9329.02,5996.814244,5996.814244,3332.205756,3332.205756,
Baildon,daily,21/11/2022,3120.55,3120.55,2005.929743,2005.929743,1114.620257,1114.620257,
Baildon,daily,21/11/2022,1963.26,1963.26,1262.008821,1262.008821,701.2511789,701.2511789,
Baildon,daily,22/11/2022,8631.34,8631.34,5548.336552,5548.336552,3083.003448,3083.003448,
Baildon,daily,23/11/2022,6046.2,6046.2,5286.733647,5286.733647,759.466353,759.466353,
Baildon,daily,24/11/2022,7246.1,7246.1,6335.913579,6335.913579,910.1864213,910.1864213,
Baildon,daily,25/11/2022,2889.47,2889.47,1857.388542,1857.388542,1032.081458,1032.081458,
Baildon,daily,26/11/2022,2009.01,2009.01,1291.417511,1291.417511,717.5924894,717.5924894,
Baildon,daily,27/11/2022,2765.24,2765.24,1777.531897,1777.531897,987.7081028,987.7081028,
Baildon,daily,28/11/2022,1437.58,1437.58,924.0949447,924.0949447,513.4850553,513.4850553,
Baildon,daily,28/11/2022,4483,4483,2881.730156,2881.730156,1601.269844,1601.269844,
Baildon,daily,29/11/2022,12024.07,12024.07,10513.72026,10513.72026,1510.349739,1510.349739,
Baildon,daily,30/11/2022,10209.12,10209.12,8926.747082,8926.747082,1282.372918,1282.372918,
Baildon,daily,01/12/2022,9170.9,9170.9,5895.172671,5895.172671,3275.727329,3275.727329,
Baildon,daily,01/12/2022,2009.01,2009.01,1291.417511,1291.417511,717.5924894,717.5924894,
Baildon,daily,02/12/2022,2765.24,2765.24,1777.531897,1777.531897,987.7081028,987.7081028,
Baildon,daily,03/12/2022,1437.58,1437.58,924.0949447,924.0949447,513.4850553,513.4850553,
Baildon,daily,04/12/2022,15641.57,15641.57,10054.60271,10054.60271,5586.96729,5586.96729,
Baildon,daily,05/12/2022,4176.56,4176.56,3651.940108,3651.940108,524.6198921,524.6198921,
Baildon,daily,05/12/2022,7686.66,7686.66,6721.134606,6721.134606,965.525394,965.525394,
Baildon,daily,06/12/2022,3852.63,3852.63,2476.520198,2476.520198,1376.109802,1376.109802,
Baildon,daily,07/12/2022,6743.06,6743.06,4334.52584,4334.52584,2408.53416,2408.53416,
Baildon,daily,08/12/2022,10609.48,10609.48,6819.910428,6819.910428,3789.569572,3789.569572,
Baildon,daily,09/12/2022,1437.58,1437.58,924.0949447,924.0949447,513.4850553,513.4850553,
Baildon,daily,10/12/2022,11327.73,11327.73,7281.610782,7281.610782,4046.119218,4046.119218,
Baildon,daily,11/12/2022,4751.87,4751.87,4154.985117,4154.985117,596.8848829,596.8848829,
Baildon,daily,12/12/2022,24570.52,24570.52,21484.2041,21484.2041,3086.315904,3086.315904,
Baildon,daily,12/12/2022,2889.47,2889.47,1857.388542,1857.388542,1032.081458,1032.081458,
Baildon,daily,13/12/2022,2009.01,2009.01,1291.417511,1291.417511,717.5924894,717.5924894,
Baildon,daily,14/12/2022,2198.35,2198.35,1413.127702,1413.127702,785.2222981,785.2222981,
Baildon,daily,15/12/2022,8834.54,8834.54,5678.956129,5678.956129,3155.583871,3155.583871,
Baildon,daily,16/12/2022,2897.89,2897.89,2533.884517,2533.884517,364.0054827,364.0054827,
Baildon,daily,17/12/2022,10405.45,10405.45,9098.415968,9098.415968,1307.034032,1307.034032,
Baildon,daily,18/12/2022,6187.94,6187.94,3977.687553,3977.687553,2210.252447,2210.252447,
Baildon,daily,19/12/2022,1837.52,1837.52,1181.181529,1181.181529,656.3384708,656.3384708,
Baildon,daily,19/12/2022,2198.35,2198.35,1413.127702,1413.127702,785.2222981,785.2222981,
Baildon,daily,20/12/2022,18341.81,18341.81,11790.35177,11790.35177,6551.45823,6551.45823,
Baildon,daily,21/12/2022,4085.5,4085.5,3572.318202,3572.318202,513.1817977,513.1817977,
Baildon,daily,22/12/2022,14524.47,14524.47,12700.04371,12700.04371,1824.426294,1824.426294,
Baildon,daily,23/12/2022,3068.6,3068.6,1972.535614,1972.535614,1096.064386,1096.064386,
Baildon,daily,24/12/2022,1837.52,1837.52,1181.181529,1181.181529,656.3384708,656.3384708,
Baildon,daily,25/12/2022,2198.35,2198.35,1413.127702,1413.127702,785.2222981,785.2222981,
Baildon,daily,26/12/2022,6349.73,6349.73,4081.688249,4081.688249,2268.041751,2268.041751,
Baildon,daily,26/12/2022,15370.06,15370.06,13439.4187,13439.4187,1930.641298,1930.641298,
Baildon,daily,27/12/2022,21643.33,21643.33,18924.69997,18924.69997,2718.630032,2718.630032,
Baildon,daily,28/12/2022,2962.78,2962.78,1904.513154,1904.513154,1058.266846,1058.266846,
Baildon,daily,29/12/2022,2751.51,2751.51,1768.706076,1768.706076,982.8039236,982.8039236,
Baildon,daily,30/12/2022,6977.35,6977.35,4485.130471,4485.130471,2492.219529,2492.219529,
Baildon,daily,31/12/2022,5538.31,5538.31,3560.097019,3560.097019,1978.212981,1978.212981,
Baildon,daily,01/01/2023,11743.48,11743.48,10268.37532,10268.37532,1475.104682,1475.104682,
Baildon,daily,01/01/2023,14320.4,14320.4,12521.60705,12521.60705,1798.792955,1798.792955,
Baildon,daily,02/01/2023,3950.37,3950.37,2539.34873,2539.34873,1411.02127,1411.02127,
Baildon,daily,02/01/2023,1908.63,1908.63,1226.891953,1226.891953,681.7380467,681.7380467,
Baildon,daily,03/01/2023,2698.02,2698.02,1734.322015,1734.322015,963.6979848,963.6979848,
Baildon,daily,04/01/2023,5596.19,5596.19,3597.303029,3597.303029,1998.886971,1998.886971,
Baildon,daily,05/01/2023,3275.84,3275.84,2864.36002,2864.36002,411.4799805,411.4799805,
Baildon,daily,06/01/2023,10702.44,10702.44,9358.100899,9358.100899,1344.339101,1344.339101,
Baildon,daily,07/01/2023,5341.79,5341.79,3433.771432,3433.771432,1908.018568,1908.018568,
Baildon,daily,08/01/2023,7957.11,7957.11,5114.932821,5114.932821,2842.177179,2842.177179,
Baildon,daily,09/01/2023,2698.02,2698.02,1734.322015,1734.322015,963.6979848,963.6979848,
Baildon,daily,09/01/2023,1784.48,1784.48,1147.086734,1147.086734,637.3932661,637.3932661,
Baildon,daily,10/01/2023,4436.9,4436.9,2852.096482,2852.096482,1584.803518,1584.803518,
Baildon,daily,11/01/2023,5045.41,5045.41,4411.653404,4411.653404,633.7565962,633.7565962,
Baildon,daily,12/01/2023,7899.45,7899.45,6907.195943,6907.195943,992.2540575,992.2540575,
Baildon,daily,13/01/2023,9189.93,9189.93,5907.4054,5907.4054,3282.5246,3282.5246,
Baildon,daily,14/01/2023,1908.63,1908.63,1226.891953,1226.891953,681.7380467,681.7380467,
Baildon,daily,15/01/2023,2698.02,2698.02,1734.322015,1734.322015,963.6979848,963.6979848,
Baildon,daily,16/01/2023,3019.62,3019.62,1941.050638,1941.050638,1078.569362,1078.569362,
Baildon,daily,16/01/2023,4752.6,4752.6,3055.032509,3055.032509,1697.567491,1697.567491,
Baildon,daily,17/01/2023,4343.64,4343.64,3798.033102,3798.033102,545.6068985,545.6068985,
Baildon,daily,18/01/2023,4677.82,4677.82,4090.236576,4090.236576,587.5834235,587.5834235,
Baildon,daily,19/01/2023,8324.36,8324.36,5351.005853,5351.005853,2973.354147,2973.354147,
Baildon,daily,20/01/2023,7311.94,7311.94,4700.209233,4700.209233,2611.730767,2611.730767,
Baildon,daily,21/01/2023,14824.2,14824.2,9529.186744,9529.186744,5295.013256,5295.013256,
Baildon,daily,22/01/2023,3019.62,3019.62,1941.050638,1941.050638,1078.569362,1078.569362,
Baildon,daily,23/01/2023,9662.2,9662.2,6210.98664,6210.98664,3451.21336,3451.21336,
Baildon,daily,23/01/2023,5740.17,5740.17,5019.144236,5019.144236,721.0257642,721.0257642,
Baildon,daily,24/01/2023,10405.45,10405.45,9098.415968,9098.415968,1307.034032,1307.034032,
Baildon,daily,25/01/2023,9136.59,9136.59,5873.117761,5873.117761,3263.472239,3263.472239,
Baildon,daily,26/01/2023,2672.93,2672.93,1718.19384,1718.19384,954.73616,954.73616,
Baildon,daily,27/01/2023,1853.03,1853.03,1191.151557,1191.151557,661.878443,661.878443,
Baildon,daily,28/01/2023,3465.44,3465.44,2227.629478,2227.629478,1237.810522,1237.810522,
Baildon,daily,29/01/2023,10609.48,10609.48,6819.910428,6819.910428,3789.569572,3789.569572,
Baildon,daily,30/01/2023,7401.03,7401.03,6471.38274,6471.38274,929.6472599,929.6472599,
Baildon,daily,30/01/2023,3221.33,3221.33,2816.697049,2816.697049,404.6329508,404.6329508,
Baildon,daily,31/01/2023,19032.07,19032.07,12234.05979,12234.05979,6798.010209,6798.010209,
Baildon,daily,01/02/2023,2672.93,2672.93,1718.19384,1718.19384,954.73616,954.73616,
Baildon,daily,01/02/2023,2194.25,2194.25,1410.492169,1410.492169,783.757831,783.757831,
Baildon,daily,02/02/2023,14275.82,14275.82,9176.681015,9176.681015,5099.138985,5099.138985,
Baildon,daily,03/02/2023,7917.77,7917.77,5089.644563,5089.644563,2828.125437,2828.125437,
Baildon,daily,04/02/2023,11042.52,11042.52,9655.463271,9655.463271,1387.056729,1387.056729,
Baildon,daily,05/02/2023,3341.09,3341.09,2921.413933,2921.413933,419.6760672,419.6760672,
Baildon,daily,06/02/2023,5448.55,5448.55,3502.398135,3502.398135,1946.151865,1946.151865,
Baildon,daily,07/02/2023,3520,3520,2262.701349,2262.701349,1257.298651,1257.298651,
Baildon,daily,08/02/2023,2194.25,2194.25,1410.492169,1410.492169,783.757831,783.757831,
Baildon,daily,09/02/2023,9881.14,9881.14,6351.724093,6351.724093,3529.415907,3529.415907,
Baildon,daily,10/02/2023,11399.41,11399.41,7327.687609,7327.687609,4071.722391,4071.722391,
Baildon,daily,11/02/2023,23024.82,23024.82,20132.66028,20132.66028,2892.159716,2892.159716,
Baildon,daily,12/02/2023,4295.1,4295.1,3755.590236,3755.590236,539.5097636,539.5097636,
Baildon,daily,13/02/2023,9774.61,9774.61,6283.245237,6283.245237,3491.364763,3491.364763,
Baildon,daily,14/02/2023,3520,3520,2262.701349,2262.701349,1257.298651,1257.298651,
Baildon,daily,15/02/2023,2194.25,2194.25,1410.492169,1410.492169,783.757831,783.757831,
Baildon,daily,16/02/2023,6930.88,6930.88,4455.258956,4455.258956,2475.621044,2475.621044,
Baildon,daily,17/02/2023,6155.4,6155.4,3956.770421,3956.770421,2198.629579,2198.629579,
Baildon,daily,18/02/2023,10749.71,10749.71,9399.433289,9399.433289,1350.276711,1350.276711,
Baildon,daily,19/02/2023,3221.33,3221.33,2816.697049,2816.697049,404.6329508,404.6329508,
Baildon,daily,20/02/2023,11675.25,11675.25,7505.001115,7505.001115,4170.248885,4170.248885,
Baildon,daily,21/02/2023,6114.41,6114.41,3930.421521,3930.421521,2183.988479,2183.988479,
Baildon,daily,22/02/2023,536.32,536.32,344.7534055,344.7534055,191.5665945,191.5665945,
Baildon,daily,23/02/2023,3566.58,3566.58,2292.643573,2292.643573,1273.936427,1273.936427,
Baildon,daily,24/02/2023,5345.08,5345.08,3435.886286,3435.886286,1909.193714,1909.193714,
Baildon,daily,25/02/2023,10821.67,10821.67,9462.354356,9462.354356,1359.315644,1359.315644,
Baildon,daily,26/02/2023,12024.07,12024.07,10513.72026,10513.72026,1510.349739,1510.349739,
Baildon,daily,27/02/2023,5334.87,5334.87,3429.323166,3429.323166,1905.546834,1905.546834,
Baildon,daily,28/02/2023,2589.01,2589.01,1664.248983,1664.248983,924.7610172,924.7610172,
Baildon,daily,01/03/2023,4290.57,4290.57,2758.033672,2758.033672,1532.536328,1532.536328,
Baildon,daily,01/03/2023,3465.44,3465.44,2227.629478,2227.629478,1237.810522,1237.810522,
Baildon,daily,02/03/2023,4562.3,4562.3,2932.705217,2932.705217,1629.594783,1629.594783,
Baildon,daily,03/03/2023,7428.96,7428.96,6495.804438,6495.804438,933.1555618,933.1555618,
Baildon,daily,04/03/2023,3856.55,3856.55,3372.126732,3372.126732,484.4232681,484.4232681,
Baildon,daily,05/03/2023,32465,32465,20868.92025,20868.92025,11596.07975,11596.07975,
