area,Interval,Date,Total Footfall,Average Footfall,Total Visiting,Average Visiting,Total Passing through,Average Passing through,
Baildon,daily,05/11/2020,6484.66,6484.66,4168.422991,4168.422991,2316.237009,2316.237009,
Baildon,daily,06/11/2020,12555.61,12555.61,8070.907865,8070.907865,4484.702135,4484.702135,
Baildon,daily,07/11/2020,9662.2,9662.2,8448.525991,8448.525991,1213.674009,1213.674009,
Baildon,daily,08/11/2020,10161.19,10161.19,8884.837595,8884.837595,1276.352405,1276.352405,
Baildon,daily,09/11/2020,4524.15,4524.15,2908.181906,2908.181906,1615.968094,1615.968094,
Baildon,daily,09/11/2020,4652.26,4652.26,2990.532664,2990.532664,1661.727336,1661.727336,
Baildon,daily,10/11/2020,4083.69,4083.69,2625.048543,2625.048543,1458.641457,1458.641457,
Baildon,daily,11/11/2020,2437.31,2437.31,1566.734268,1566.734268,870.5757316,870.5757316,
Baildon,daily,12/11/2020,7585.28,7585.28,4875.915707,4875.915707,2709.364293,2709.364293,
Baildon,daily,13/11/2020,2588.92,2588.92,2263.724401,2263.724401,325.195599,325.195599,
Baildon,daily,14/11/2020,6365.69,6365.69,5566.092341,5566.092341,799.5976595,799.5976595,
Baildon,daily,15/11/2020,9928.13,9928.13,6381.92987,6381.92987,3546.20013,3546.20013,
Baildon,daily,16/11/2020,4705.07,4705.07,3024.479613,3024.479613,1680.590387,1680.590387,
Baildon,daily,16/11/2020,2540.3,2540.3,1632.937567,1632.937567,907.3624327,907.3624327,
Baildon,daily,17/11/2020,10405.45,10405.45,6688.757316,6688.757316,3716.692684,3716.692684,
Baildon,daily,18/11/2020,6659.9,6659.9,4281.069521,4281.069521,2378.830479,2378.830479,
Baildon,daily,19/11/2020,4622.57,4622.57,4041.926558,4041.926558,580.6434421,580.6434421,
Baildon,daily,20/11/2020,3022.81,3022.81,2643.113251,2643.113251,379.6967495,379.6967495,
Baildon,daily,21/11/2020,4585.45,4585.45,2947.586335,2947.586335,1637.863665,1637.863665,
Baildon,daily,22/11/2020,2302.48,2302.48,1480.063807,1480.063807,822.4161926,822.4161926,
Baildon,daily,23/11/2020,4509.03,4509.03,2898.462575,2898.462575,1610.567425,1610.567425,
Baildon,daily,23/11/2020,4281.11,4281.11,2751.952663,2751.952663,1529.157337,1529.157337,
Baildon,daily,24/11/2020,4527.89,4527.89,2910.586026,2910.586026,1617.303974,1617.303974,
Baildon,daily,25/11/2020,2652.37,2652.37,2319.204413,2319.204413,333.1655868,333.1655868,
Baildon,daily,26/11/2020,5493.23,5493.23,4803.222499,4803.222499,690.0075013,690.0075013,
Baildon,daily,27/11/2020,5779.14,5779.14,3714.905646,3714.905646,2064.234354,2064.234354,
Baildon,daily,28/11/2020,2639.43,2639.43,1696.659608,1696.659608,942.7703916,942.7703916,
Baildon,daily,29/11/2020,7057.61,7057.61,4536.722633,4536.722633,2520.887367,2520.887367,
Baildon,daily,30/11/2020,2352.54,2352.54,1512.24302,1512.24302,840.2969797,840.2969797,
Baildon,daily,30/11/2020,2383.63,2383.63,1532.228073,1532.228073,851.4019271,851.4019271,
Baildon,daily,01/12/2020,2909.05,2909.05,2543.642704,2543.642704,365.4072962,365.4072962,
Baildon,daily,01/12/2020,6081.54,6081.54,5317.634571,5317.634571,763.9054289,763.9054289,
Baildon,daily,02/12/2020,3978.12,3978.12,2557.186787,2557.186787,1420.933213,1420.933213,
Baildon,daily,03/12/2020,4604.96,4604.96,2960.127615,2960.127615,1644.832385,1644.832385,
Baildon,daily,04/12/2020,4788.35,4788.35,3078.013069,3078.013069,1710.336931,1710.336931,
Baildon,daily,05/12/2020,2394.17,2394.17,1539.003321,1539.003321,855.1666793,855.1666793,
Baildon,daily,06/12/2020,7615.73,7615.73,4895.489359,4895.489359,2720.240641,2720.240641,
Baildon,daily,07/12/2020,6601.16,6601.16,5771.98483,5771.98483,829.1751697,829.1751697,
Baildon,daily,07/12/2020,3607.22,3607.22,3154.115204,3154.115204,453.1047961,453.1047961,
Baildon,daily,08/12/2020,8792.3,8792.3,5651.803713,5651.803713,3140.496287,3140.496287,
Baildon,daily,09/12/2020,11026.86,11026.86,7088.20767,7088.20767,3938.65233,3938.65233,
Baildon,daily,10/12/2020,10467.16,10467.16,6728.425299,6728.425299,3738.734701,3738.734701,
Baildon,daily,11/12/2020,6569.95,6569.95,4223.248502,4223.248502,2346.701498,2346.701498,
Baildon,daily,12/12/2020,5330.87,5330.87,3426.751915,3426.751915,1904.118085,1904.118085,
Baildon,daily,13/12/2020,8494.61,8494.61,7427.597583,7427.597583,1067.012417,1067.012417,
Baildon,daily,14/12/2020,3446.39,3446.39,3013.487145,3013.487145,432.9028554,432.9028554,
Baildon,daily,14/12/2020,2732.74,2732.74,1756.640479,1756.640479,976.0995215,976.0995215,
Baildon,daily,15/12/2020,2493.47,2493.47,1602.83464,1602.83464,890.63536,890.63536,
Baildon,daily,16/12/2020,12535.33,12535.33,8057.87162,8057.87162,4477.45838,4477.45838,
Baildon,daily,17/12/2020,6040.6,6040.6,3882.975502,3882.975502,2157.624498,2157.624498,
Baildon,daily,18/12/2020,4733.22,4733.22,3042.574795,3042.574795,1690.645205,1690.645205,
Baildon,daily,19/12/2020,12531.76,12531.76,10957.63905,10957.63905,1574.120946,1574.120946,
Baildon,daily,20/12/2020,8454.43,8454.43,7392.464614,7392.464614,1061.965386,1061.965386,
Baildon,daily,21/12/2020,7279.15,7279.15,4679.131399,4679.131399,2600.018601,2600.018601,
Baildon,daily,21/12/2020,6993.17,6993.17,4495.299771,4495.299771,2497.870229,2497.870229,
Baildon,daily,22/12/2020,6582.2,6582.2,4231.12296,4231.12296,2351.07704,2351.07704,
Baildon,daily,23/12/2020,2516.67,2516.67,1617.747899,1617.747899,898.9221011,898.9221011,
Baildon,daily,24/12/2020,5095.48,5095.48,3275.44019,3275.44019,1820.03981,1820.03981,
Baildon,daily,25/12/2020,2818.14,2818.14,2464.151957,2464.151957,353.9880434,353.9880434,
Baildon,daily,26/12/2020,9548.53,9548.53,8349.134139,8349.134139,1199.395861,1199.395861,
Baildon,daily,27/12/2020,7457.71,7457.71,4793.912067,4793.912067,2663.797933,2663.797933,
Baildon,daily,28/12/2020,8191.12,8191.12,5265.357464,5265.357464,2925.762536,2925.762536,
Baildon,daily,28/12/2020,5087.43,5087.43,3270.265547,3270.265547,1817.164453,1817.164453,
Baildon,daily,29/12/2020,2540.3,2540.3,1632.937567,1632.937567,907.3624327,907.3624327,
Baildon,daily,30/12/2020,4986.94,4986.94,3205.66928,3205.66928,1781.27072,1781.27072,
Baildon,daily,31/12/2020,2989.41,2989.41,2613.908642,2613.908642,375.5013579,375.5013579,
Baildon,daily,01/01/2021,10129.67,10129.67,8857.276839,8857.276839,1272.393161,1272.393161,
Baildon,daily,01/01/2021,6964.83,6964.83,4477.082454,4477.082454,2487.747546,2487.747546,
Baildon,daily,02/01/2021,2878.1,2878.1,1850.079759,1850.079759,1028.020241,1028.020241,
Baildon,daily,03/01/2021,2774.79,2774.79,1783.67076,1783.67076,991.1192397,991.1192397,
Baildon,daily,04/01/2021,5438.02,5438.02,3495.629315,3495.629315,1942.390685,1942.390685,
Baildon,daily,04/01/2021,5330.87,5330.87,3426.751915,3426.751915,1904.118085,1904.118085,
Baildon,daily,05/01/2021,3407.76,3407.76,2979.709479,2979.709479,428.0505208,428.0505208,
Baildon,daily,06/01/2021,14824.2,14824.2,12962.12446,12962.12446,1862.075537,1862.075537,
Baildon,daily,07/01/2021,10158.96,10158.96,6530.310368,6530.310368,3628.649632,3628.649632,
Baildon,daily,08/01/2021,4689.39,4689.39,3014.400307,3014.400307,1674.989693,1674.989693,
Baildon,daily,09/01/2021,4698.59,4698.59,3020.314185,3020.314185,1678.275815,1678.275815,
Baildon,daily,10/01/2021,2678.63,2678.63,1721.857873,1721.857873,956.7721266,956.7721266,
Baildon,daily,11/01/2021,4874.62,4874.62,3133.468537,3133.468537,1741.151463,1741.151463,
Baildon,daily,11/01/2021,2803.54,2803.54,2451.38587,2451.38587,352.1541298,352.1541298,
Baildon,daily,12/01/2021,15914.22,15914.22,13915.22648,13915.22648,1998.993521,1998.993521,
Baildon,daily,13/01/2021,2678.63,2678.63,1721.857873,1721.857873,956.7721266,956.7721266,
Baildon,daily,14/01/2021,2639.43,2639.43,1696.659608,1696.659608,942.7703916,942.7703916,
Baildon,daily,15/01/2021,4418.56,4418.56,2840.307293,2840.307293,1578.252707,1578.252707,
Baildon,daily,16/01/2021,2373.17,2373.17,1525.50425,1525.50425,847.6657499,847.6657499,
Baildon,daily,17/01/2021,2437.31,2437.31,1566.734268,1566.734268,870.5757316,870.5757316,
Baildon,daily,18/01/2021,4587.49,4587.49,4011.252975,4011.252975,576.2370249,576.2370249,
Baildon,daily,18/01/2021,18193.87,18193.87,15908.52845,15908.52845,2285.341553,2285.341553,
Baildon,daily,19/01/2021,4986.94,4986.94,3205.66928,3205.66928,1781.27072,1781.27072,
Baildon,daily,20/01/2021,4941.4,4941.4,3176.395581,3176.395581,1765.004419,1765.004419,
Baildon,daily,21/01/2021,2226.68,2226.68,1431.338591,1431.338591,795.3414092,795.3414092,
Baildon,daily,22/01/2021,6791.84,6791.84,4365.882253,4365.882253,2425.957747,2425.957747,
Baildon,daily,23/01/2021,6470.2,6470.2,4159.127917,4159.127917,2311.072083,2311.072083,
Baildon,daily,24/01/2021,5517.23,5517.23,4824.207846,4824.207846,693.0221539,693.0221539,
Baildon,daily,25/01/2021,13649.93,13649.93,11935.35513,11935.35513,1714.574866,1714.574866,
Baildon,daily,25/01/2021,4749.07,4749.07,3052.763379,3052.763379,1696.306621,1696.306621,
Baildon,daily,26/01/2021,5823.9,5823.9,3743.677951,3743.677951,2080.222049,2080.222049,
Baildon,daily,27/01/2021,6194.4,6194.4,3981.840124,3981.840124,2212.559876,2212.559876,
Baildon,daily,28/01/2021,4874.62,4874.62,3133.468537,3133.468537,1741.151463,1741.151463,
Baildon,daily,29/01/2021,4518.3,4518.3,2904.42145,2904.42145,1613.87855,1613.87855,
Baildon,daily,30/01/2021,8804.21,8804.21,7698.308564,7698.308564,1105.901436,1105.901436,
Baildon,daily,31/01/2021,10330.81,10330.81,9033.151538,9033.151538,1297.658462,1297.658462,
Baildon,daily,01/02/2021,4644.49,4644.49,2985.538008,2985.538008,1658.951992,1658.951992,
Baildon,daily,01/02/2021,15173.57,15173.57,9753.766281,9753.766281,5419.803719,5419.803719,
Baildon,daily,01/02/2021,9605.33,9605.33,6174.429872,6174.429872,3430.900128,3430.900128,
Baildon,daily,02/02/2021,7150.88,7150.88,4596.67779,4596.67779,2554.20221,2554.20221,
Baildon,daily,03/02/2021,4624.64,4624.64,2972.778172,2972.778172,1651.861828,1651.861828,
Baildon,daily,04/02/2021,5020.13,5020.13,4389.548838,4389.548838,630.5811622,630.5811622,
Baildon,daily,05/02/2021,7729.76,7729.76,6758.820792,6758.820792,970.9392076,970.9392076,
Baildon,daily,06/02/2021,6841.2,6841.2,4397.611497,4397.611497,2443.588503,2443.588503,
Baildon,daily,07/02/2021,6441.47,6441.47,4140.659903,4140.659903,2300.810097,2300.810097,
Baildon,daily,08/02/2021,6680.04,6680.04,4294.015773,4294.015773,2386.024227,2386.024227,
Baildon,daily,08/02/2021,8855.83,8855.83,5692.641616,5692.641616,3163.188384,3163.188384,
Baildon,daily,09/02/2021,2342.35,2342.35,1505.692757,1505.692757,836.6572429,836.6572429,
Baildon,daily,10/02/2021,2322.25,2322.25,2030.55096,2030.55096,291.6990404,291.6990404,
Baildon,daily,11/02/2021,10930.98,10930.98,9557.933869,9557.933869,1373.046131,1373.046131,
Baildon,daily,12/02/2021,4684.7,4684.7,3011.385514,3011.385514,1673.314486,1673.314486,
Baildon,daily,13/02/2021,7246.65,7246.65,4658.23998,4658.23998,2588.41002,2588.41002,
Baildon,daily,14/02/2021,6681.3,6681.3,4294.825717,4294.825717,2386.474283,2386.474283,
Baildon,daily,15/02/2021,1338.21,1338.21,860.2186285,860.2186285,477.9913715,477.9913715,
Baildon,daily,15/02/2021,6791.84,6791.84,4365.882253,4365.882253,2425.957747,2425.957747,
Baildon,daily,16/02/2021,10714.52,10714.52,9368.663523,9368.663523,1345.856477,1345.856477,
Baildon,daily,17/02/2021,8399.84,8399.84,7344.731692,7344.731692,1055.108308,1055.108308,
Baildon,daily,18/02/2021,8934.23,8934.23,5743.038146,5743.038146,3191.191854,3191.191854,
Baildon,daily,19/02/2021,6998.03,6998.03,4498.423841,4498.423841,2499.606159,2499.606159,
Baildon,daily,20/02/2021,9597.64,9597.64,6169.486641,6169.486641,3428.153359,3428.153359,
Baildon,daily,21/02/2021,7027.06,7027.06,4517.084699,4517.084699,2509.975301,2509.975301,
Baildon,daily,22/02/2021,6849.16,6849.16,4402.728287,4402.728287,2446.431713,2446.431713,
Baildon,daily,22/02/2021,5153.17,5153.17,4505.877614,4505.877614,647.2923863,647.2923863,
Baildon,daily,23/02/2021,8822.01,8822.01,7713.872697,7713.872697,1108.137303,1108.137303,
Baildon,daily,24/02/2021,2516.67,2516.67,1617.747899,1617.747899,898.9221011,898.9221011,
Baildon,daily,25/02/2021,6734.42,6734.42,4328.971937,4328.971937,2405.448063,2405.448063,
Baildon,daily,26/02/2021,2470.7,2470.7,1588.197791,1588.197791,882.5022094,882.5022094,
Baildon,daily,27/02/2021,6625.51,6625.51,4258.963186,4258.963186,2366.546814,2366.546814,
Baildon,daily,28/02/2021,9778.08,9778.08,6285.475797,6285.475797,3492.604203,3492.604203,
Baildon,daily,01/03/2021,2437.31,2437.31,2131.158213,2131.158213,306.1517874,306.1517874,
Baildon,daily,01/03/2021,13776.95,13776.95,12046.42008,12046.42008,1730.529915,1730.529915,
Baildon,daily,01/03/2021,2505.02,2505.02,1610.259129,1610.259129,894.7608712,894.7608712,
Baildon,daily,02/03/2021,6878.18,6878.18,4421.382717,4421.382717,2456.797283,2456.797283,
Baildon,daily,03/03/2021,2245.16,2245.16,1443.217773,1443.217773,801.9422271,801.9422271,
Baildon,daily,04/03/2021,9096.66,9096.66,5847.450242,5847.450242,3249.209758,3249.209758,
Baildon,daily,05/03/2021,13686.17,13686.17,8797.646398,8797.646398,4888.523602,4888.523602,
Baildon,daily,06/03/2021,9228.82,9228.82,8069.58308,8069.58308,1159.23692,1159.23692,
Baildon,daily,07/03/2021,10309.17,10309.17,9014.22975,9014.22975,1294.94025,1294.94025,
Baildon,daily,08/03/2021,3828.42,3828.42,2460.957698,2460.957698,1367.462302,1367.462302,
Baildon,daily,08/03/2021,4243.79,4243.79,2727.962886,2727.962886,1515.827114,1515.827114,
Baildon,daily,09/03/2021,15962.78,15962.78,10261.08064,10261.08064,5701.699364,5701.699364,
Baildon,daily,10/03/2021,6634.55,6634.55,4264.774214,4264.774214,2369.775786,2369.775786,
Baildon,daily,11/03/2021,11874.38,11874.38,7633.004444,7633.004444,4241.375556,4241.375556,
Baildon,daily,12/03/2021,9612.41,9612.41,8404.990139,8404.990139,1207.419861,1207.419861,
Baildon,daily,13/03/2021,10523.99,10523.99,9202.066097,9202.066097,1321.923903,1321.923903,
Baildon,daily,14/03/2021,7446.1,7446.1,4786.44901,4786.44901,2659.65099,2659.65099,
Baildon,daily,15/03/2021,2470.7,2470.7,1588.197791,1588.197791,882.5022094,882.5022094,
Baildon,daily,15/03/2021,2493.47,2493.47,1602.83464,1602.83464,890.63536,890.63536,
Baildon,daily,16/03/2021,2482.03,2482.03,1595.480861,1595.480861,886.5491394,886.5491394,
Baildon,daily,17/03/2021,5104.56,5104.56,3281.276931,3281.276931,1823.283069,1823.283069,
Baildon,daily,18/03/2021,6593.76,6593.76,5765.514348,5765.514348,828.2456518,828.2456518,
Baildon,daily,19/03/2021,14864.93,14864.93,12997.73835,12997.73835,1867.191653,1867.191653,
Baildon,daily,20/03/2021,2705.42,2705.42,1739.078831,1739.078831,966.3411694,966.3411694,
Baildon,daily,21/03/2021,12092.43,12092.43,7773.169794,7773.169794,4319.260206,4319.260206,
Baildon,daily,22/03/2021,12657.9,12657.9,8136.661195,8136.661195,4521.238805,4521.238805,
Baildon,daily,22/03/2021,8056.67,8056.67,5178.931272,5178.931272,2877.738728,2877.738728,
Baildon,daily,23/03/2021,2705.42,2705.42,1739.078831,1739.078831,966.3411694,966.3411694,
Baildon,daily,24/03/2021,2746.62,2746.62,2401.615621,2401.615621,345.0043787,345.0043787,
Baildon,daily,25/03/2021,3403.04,3403.04,2975.582361,2975.582361,427.4576392,427.4576392,
Baildon,daily,26/03/2021,5465.49,5465.49,3513.287385,3513.287385,1952.202615,1952.202615,
Baildon,daily,27/03/2021,2705.42,2705.42,1739.078831,1739.078831,966.3411694,966.3411694,
Baildon,daily,28/03/2021,5177.83,5177.83,3328.375831,3328.375831,1849.454169,1849.454169,
Baildon,daily,29/03/2021,4939.22,4939.22,3174.994249,3174.994249,1764.225751,1764.225751,
Baildon,daily,29/03/2021,5104.56,5104.56,3281.276931,3281.276931,1823.283069,1823.283069,
Baildon,daily,30/03/2021,5128.75,5128.75,4484.525023,4484.525023,644.2249773,644.2249773,
Baildon,daily,31/03/2021,21278.56,21278.56,18605.74892,18605.74892,2672.811081,2672.811081,
Baildon,daily,01/04/2021,7378.41,7378.41,4742.937006,4742.937006,2635.472994,2635.472994,
Baildon,daily,01/04/2021,7918.29,7918.29,5089.978825,5089.978825,2828.311175,2828.311175,
Baildon,daily,02/04/2021,7290.39,7290.39,4686.356616,4686.356616,2604.033384,2604.033384,
Baildon,daily,03/04/2021,12831.2,12831.2,8248.060667,8248.060667,4583.139333,4583.139333,
Baildon,daily,04/04/2021,5227.86,5227.86,3360.53576,3360.53576,1867.32424,1867.32424,
Baildon,daily,05/04/2021,3888.11,3888.11,3399.722464,3399.722464,488.3875363,488.3875363,
Baildon,daily,05/04/2021,6721.53,6721.53,5877.235092,5877.235092,844.2949085,844.2949085,
Baildon,daily,06/04/2021,5080.59,5080.59,3265.868706,3265.868706,1814.721294,1814.721294,
Baildon,daily,07/04/2021,2437.31,2437.31,1566.734268,1566.734268,870.5757316,870.5757316,
Baildon,daily,08/04/2021,5104.56,5104.56,3281.276931,3281.276931,1823.283069,1823.283069,
Baildon,daily,09/04/2021,2601.36,2601.36,1672.187722,1672.187722,929.1722781,929.1722781,
Baildon,daily,10/04/2021,5261.27,5261.27,3382.012138,3382.012138,1879.257862,1879.257862,
Baildon,daily,11/04/2021,2505.02,2505.02,2190.363124,2190.363124,314.656876,314.656876,
Baildon,daily,12/04/2021,5264.75,5264.75,4603.441991,4603.441991,661.3080087,661.3080087,
Baildon,daily,12/04/2021,10362.68,10362.68,6661.264209,6661.264209,3701.415791,3701.415791,
Baildon,daily,13/04/2021,8239.85,8239.85,5296.681736,5296.681736,2943.168264,2943.168264,
Baildon,daily,14/04/2021,7345.02,7345.02,4721.473484,4721.473484,2623.546516,2623.546516,
Baildon,daily,15/04/2021,8381,8381,5387.414774,5387.414774,2993.585226,2993.585226,
Baildon,daily,16/04/2021,7804.09,7804.09,5016.569594,5016.569594,2787.520406,2787.520406,
Baildon,daily,17/04/2021,5104.56,5104.56,4463.373541,4463.373541,641.1864588,641.1864588,
Baildon,daily,18/04/2021,12159.18,12159.18,10631.85902,10631.85902,1527.320977,1527.320977,
Baildon,daily,19/04/2021,7311.94,7311.94,4700.209233,4700.209233,2611.730767,2611.730767,
Baildon,daily,19/04/2021,9146.55,9146.55,5879.520177,5879.520177,3267.029823,3267.029823,
Baildon,daily,20/04/2021,9426.66,9426.66,6059.578494,6059.578494,3367.081506,3367.081506,
Baildon,daily,21/04/2021,10661.74,10661.74,6853.50383,6853.50383,3808.23617,3808.23617,
Baildon,daily,22/04/2021,7585.28,7585.28,4875.915707,4875.915707,2709.364293,2709.364293,
Baildon,daily,23/04/2021,2639.43,2639.43,2307.889813,2307.889813,331.5401866,331.5401866,
Baildon,daily,24/04/2021,14179.84,14179.84,12398.70286,12398.70286,1781.137139,1781.137139,
Baildon,daily,25/04/2021,14005.87,14005.87,9003.153677,9003.153677,5002.716323,5002.716323,
Baildon,daily,26/04/2021,8116.25,8116.25,5217.230064,5217.230064,2899.019936,2899.019936,
Baildon,daily,26/04/2021,9928.13,9928.13,6381.92987,6381.92987,3546.20013,3546.20013,
Baildon,daily,27/04/2021,7446.1,7446.1,4786.44901,4786.44901,2659.65099,2659.65099,
Baildon,daily,28/04/2021,9329.02,9329.02,5996.814244,5996.814244,3332.205756,3332.205756,
Baildon,daily,29/04/2021,27738.87,27738.87,24254.57599,24254.57599,3484.294009,3484.294009,
Baildon,daily,30/04/2021,17087.15,17087.15,14940.82413,14940.82413,2146.325873,2146.325873,
Baildon,daily,01/05/2021,10714.52,10714.52,6887.431494,6887.431494,3827.088506,3827.088506,
Baildon,daily,01/05/2021,5128.75,5128.75,3296.826575,3296.826575,1831.923425,1831.923425,
Baildon,daily,02/05/2021,2528.43,2528.43,1625.307378,1625.307378,903.1226216,903.1226216,
Baildon,daily,03/05/2021,5330.87,5330.87,3426.751915,3426.751915,1904.118085,1904.118085,
Baildon,daily,03/05/2021,5153.17,5153.17,3312.524066,3312.524066,1840.645934,1840.645934,
Baildon,daily,04/05/2021,5913.48,5913.48,5170.684676,5170.684676,742.7953242,742.7953242,
Baildon,daily,05/05/2021,6892.78,6892.78,6026.974289,6026.974289,865.8057108,865.8057108,
Baildon,daily,06/05/2021,5797.13,5797.13,3726.46985,3726.46985,2070.66015,2070.66015,
Baildon,daily,07/05/2021,5521.26,5521.26,3549.13706,3549.13706,1972.12294,1972.12294,
Baildon,daily,08/05/2021,5945.97,5945.97,3822.146119,3822.146119,2123.823881,2123.823881,
Baildon,daily,09/05/2021,2862.87,2862.87,1840.289719,1840.289719,1022.580281,1022.580281,
Baildon,daily,10/05/2021,7903.98,7903.98,5080.780173,5080.780173,2823.199827,2823.199827,
Baildon,daily,10/05/2021,3109.67,3109.67,2719.06272,2719.06272,390.6072796,390.6072796,
Baildon,daily,11/05/2021,3109.67,3109.67,2719.06272,2719.06272,390.6072796,390.6072796,
Baildon,daily,12/05/2021,11042.52,11042.52,7098.274119,7098.274119,3944.245881,3944.245881,
Baildon,daily,13/05/2021,5756.21,5756.21,3700.165947,3700.165947,2056.044053,2056.044053,
Baildon,daily,14/05/2021,7804.09,7804.09,5016.569594,5016.569594,2787.520406,2787.520406,
Baildon,daily,15/05/2021,5304.74,5304.74,3409.955214,3409.955214,1894.784786,1894.784786,
Baildon,daily,16/05/2021,10659.51,10659.51,6852.070357,6852.070357,3807.439643,3807.439643,
Baildon,daily,17/05/2021,5465.49,5465.49,4778.966935,4778.966935,686.5230653,686.5230653,
Baildon,daily,17/05/2021,6441.47,6441.47,5632.353575,5632.353575,809.116425,809.116425,
Baildon,daily,18/05/2021,8454.43,8454.43,5434.616524,5434.616524,3019.813476,3019.813476,
Baildon,daily,19/05/2021,5330.87,5330.87,3426.751915,3426.751915,1904.118085,1904.118085,
Baildon,daily,20/05/2021,8281.89,8281.89,5323.70559,5323.70559,2958.18441,2958.18441,
Baildon,daily,21/05/2021,6988.73,6988.73,4492.445681,4492.445681,2496.284319,2496.284319,
Baildon,daily,22/05/2021,5227.86,5227.86,3360.53576,3360.53576,1867.32424,1867.32424,
Baildon,daily,23/05/2021,2678.63,2678.63,2342.165881,2342.165881,336.4641191,336.4641191,
Baildon,daily,24/05/2021,4869.12,4869.12,4257.507283,4257.507283,611.6127169,611.6127169,
Baildon,daily,24/05/2021,10557.72,10557.72,6786.638434,6786.638434,3771.081566,3771.081566,
Baildon,daily,25/05/2021,12783.18,12783.18,8217.192793,8217.192793,4565.987207,4565.987207,
Baildon,daily,26/05/2021,8870.22,8870.22,5701.891693,5701.891693,3168.328307,3168.328307,
Baildon,daily,27/05/2021,5357.26,5357.26,3443.715747,3443.715747,1913.544253,1913.544253,
Baildon,daily,28/05/2021,10557.72,10557.72,6786.638434,6786.638434,3771.081566,3771.081566,
Baildon,daily,29/05/2021,8437.76,8437.76,7377.888541,7377.888541,1059.871459,1059.871459,
Baildon,daily,30/05/2021,3250.86,3250.86,2842.51777,2842.51777,408.3422296,408.3422296,
Baildon,daily,31/05/2021,2659.86,2659.86,1709.792276,1709.792276,950.0677244,950.0677244,
Baildon,daily,31/05/2021,8588.62,8588.62,5520.875585,5520.875585,3067.744415,3067.744415,
Baildon,daily,01/06/2021,5014.03,5014.03,3223.083081,3223.083081,1790.946919,1790.946919,
Baildon,daily,01/06/2021,2832.9,2832.9,1821.024617,1821.024617,1011.875383,1011.875383,
Baildon,daily,02/06/2021,5792.2,5792.2,3723.300782,3723.300782,2068.899218,2068.899218,
Baildon,daily,03/06/2021,2564.38,2564.38,2242.266883,2242.266883,322.1131167,322.1131167,
Baildon,daily,04/06/2021,6806.08,6806.08,5951.164722,5951.164722,854.9152783,854.9152783,
Baildon,daily,05/06/2021,11451.5,11451.5,7361.171732,7361.171732,4090.328268,4090.328268,
Baildon,daily,06/06/2021,5549.57,5549.57,3567.335092,3567.335092,1982.234908,1982.234908,
Baildon,daily,07/06/2021,11391.23,11391.23,7322.4294,7322.4294,4068.8006,4068.8006,
Baildon,daily,07/06/2021,11099.15,11099.15,7134.676613,7134.676613,3964.473387,3964.473387,
Baildon,daily,08/06/2021,10557.72,10557.72,6786.638434,6786.638434,3771.081566,3771.081566,
Baildon,daily,09/06/2021,3240.02,3240.02,2833.039389,2833.039389,406.9806115,406.9806115,
Baildon,daily,10/06/2021,6981.72,6981.72,6104.742489,6104.742489,876.9775109,876.9775109,
Baildon,daily,11/06/2021,5310.55,5310.55,3413.689957,3413.689957,1896.860043,1896.860043,
Baildon,daily,12/06/2021,2862.87,2862.87,1840.289719,1840.289719,1022.580281,1022.580281,
Baildon,daily,13/06/2021,2705.42,2705.42,1739.078831,1739.078831,966.3411694,966.3411694,
Baildon,daily,14/06/2021,8224.2,8224.2,5286.621714,5286.621714,2937.578286,2937.578286,
Baildon,daily,14/06/2021,8410.62,8410.62,5406.454892,5406.454892,3004.165108,3004.165108,
Baildon,daily,15/06/2021,4397.6,4397.6,3845.215158,3845.215158,552.3848424,552.3848424,
Baildon,daily,16/06/2021,4037.94,4037.94,3530.732239,3530.732239,507.2077612,507.2077612,
Baildon,daily,17/06/2021,3091.9,3091.9,1987.513154,1987.513154,1104.386846,1104.386846,
Baildon,daily,18/06/2021,3164.23,3164.23,2034.00781,2034.00781,1130.22219,1130.22219,
Baildon,daily,19/06/2021,6763.54,6763.54,4347.690648,4347.690648,2415.849352,2415.849352,
Baildon,daily,20/06/2021,3468.48,3468.48,2229.583629,2229.583629,1238.896371,1238.896371,
Baildon,daily,21/06/2021,3360.77,3360.77,2160.346254,2160.346254,1200.423746,1200.423746,
Baildon,daily,21/06/2021,15988.37,15988.37,13980.06246,13980.06246,2008.307541,2008.307541,
Baildon,daily,22/06/2021,21758.08,21758.08,19025.03616,19025.03616,2733.04384,2733.04384,
Baildon,daily,23/06/2021,3864.88,3864.88,2484.394656,2484.394656,1380.485344,1380.485344,
Baildon,daily,24/06/2021,7072.98,7072.98,4546.602667,4546.602667,2526.377333,2526.377333,
Baildon,daily,25/06/2021,7620.89,7620.89,4898.806274,4898.806274,2722.083726,2722.083726,
Baildon,daily,26/06/2021,10540.58,10540.58,6775.620621,6775.620621,3764.959379,3764.959379,
Baildon,daily,27/06/2021,11042.52,11042.52,7098.274119,7098.274119,3944.245881,3944.245881,
Baildon,daily,28/06/2021,9553.2,9553.2,8353.217538,8353.217538,1199.982462,1199.982462,
Baildon,daily,28/06/2021,13524.51,13524.51,11825.68921,11825.68921,1698.820794,1698.820794,
Baildon,daily,29/06/2021,10259.39,10259.39,6594.868066,6594.868066,3664.521934,3664.521934,
Baildon,daily,30/06/2021,14723.36,14723.36,9464.365493,9464.365493,5258.994507,5258.994507,
