area,Interval,Date,Total Footfall,Average Footfall,Total Visiting,Average Visiting,Total Passing through,Average Passing through,Event took place
WILD UPLANDS,daily,08/10/2019,1870.22,1870.22,157.2377475,157.2377475,1712.982253,1712.982253,
WILD UPLANDS,daily,10/10/2019,4917.38,4917.38,413.4260967,413.4260967,4503.953903,4503.953903,
WILD UPLANDS,daily,12/10/2019,712.46,712.46,59.89969392,59.89969392,652.5603061,652.5603061,
WILD UPLANDS,daily,13/10/2019,586.73,586.73,49.32901133,49.32901133,537.4009887,537.4009887,
WILD UPLANDS,daily,14/10/2019,623.41,623.41,228.6369845,228.6369845,394.7730155,394.7730155,
WILD UPLANDS,daily,14/10/2019,1994.9,1994.9,731.6339495,731.6339495,1263.266051,1263.266051,
WILD UPLANDS,daily,15/10/2019,514.79,514.79,43.28069426,43.28069426,471.5093057,471.5093057,
WILD UPLANDS,daily,17/10/2019,2197.7,2197.7,184.7704535,184.7704535,2012.929546,2012.929546,
WILD UPLANDS,daily,19/10/2019,6556.51,6556.51,551.2350759,551.2350759,6005.274924,6005.274924,
WILD UPLANDS,daily,20/10/2019,872.69,872.69,73.37094558,73.37094558,799.3190544,799.3190544,
WILD UPLANDS,daily,21/10/2019,586.73,586.73,49.32901133,49.32901133,537.4009887,537.4009887,
WILD UPLANDS,daily,21/10/2019,623.41,623.41,228.6369845,228.6369845,394.7730155,394.7730155,
WILD UPLANDS,daily,24/10/2019,6570.28,6570.28,2409.664597,2409.664597,4160.615403,4160.615403,
WILD UPLANDS,daily,26/10/2019,514.79,514.79,43.28069426,43.28069426,471.5093057,471.5093057,
WILD UPLANDS,daily,27/10/2019,9974.48,9974.48,838.5990778,838.5990778,9135.880922,9135.880922,
WILD UPLANDS,daily,28/10/2019,6696.17,6696.17,562.9769158,562.9769158,6133.193084,6133.193084,
WILD UPLANDS,daily,28/10/2019,872.69,872.69,73.37094558,73.37094558,799.3190544,799.3190544,
WILD UPLANDS,daily,31/10/2019,4693.87,4693.87,394.6346129,394.6346129,4299.235387,4299.235387,
WILD UPLANDS,daily,01/11/2019,4987.24,4987.24,1829.081206,1829.081206,3158.158794,3158.158794,
WILD UPLANDS,daily,02/11/2019,6570.28,6570.28,2409.664597,2409.664597,4160.615403,4160.615403,
WILD UPLANDS,daily,03/11/2019,1138.19,1138.19,95.69271625,95.69271625,1042.497284,1042.497284,
WILD UPLANDS,daily,04/11/2019,4987.24,4987.24,419.2995389,419.2995389,4567.940461,4567.940461,
WILD UPLANDS,daily,04/11/2019,12497.9,12497.9,1050.754266,1050.754266,11447.14573,11447.14573,
WILD UPLANDS,daily,06/11/2019,5699.7,5699.7,479.1992328,479.1992328,5220.500767,5220.500767,
WILD UPLANDS,daily,07/11/2019,586.73,586.73,49.32901133,49.32901133,537.4009887,537.4009887,
WILD UPLANDS,daily,09/11/2019,1758.52,1758.52,644.9410661,644.9410661,1113.578934,1113.578934,
